Chinese (Simpl.),Pinyin,English
一锅粥,yīguōzhōu,(lit.) a pot of porridge; (fig.) a complete mess
一晃,yīhuǎng,(of passing time) in an instant; (of a sight) in a flash
一回事,yīhuíshì,one and the same (thing); one thing (as distinct from another)
一技之长,yījìzhīcháng,proficiency in a particular field (idiom); skill in a specialized area (idiom)
一家人,yījiārén,household; the whole family
一经,yījīng,as soon as; once (an action has been completed)
一举,yījǔ,a move; an action; in one move; at a stroke
一举一动,yījǔyīdòng,every movement; each and every move
一卡通,Yīkǎtōng,the name of various contactless smart cards; notably Yikatong (mainly for public transport in Beijing) and iPASS (mainly for public transport in Taiwan)
一揽子,yīlǎnzi,all-inclusive; undiscriminating
一连,yīlián,in a row; in succession; running
一连串,yīliánchuàn,a succession of; a series of
一毛不拔,yīmáobùbá,stingy (idiom)
一面,yīmiàn,one side; one aspect; simultaneously... (and...); one's whole face
一目了然,yīmùliǎorán,obvious at a glance (idiom); obvious at a glance (idiom)
一年到头,yīniándàotóu,all year round
一旁,yīpáng,aside; to the side of
一如既往,yīrújìwǎng,just as in the past (idiom); as before; continuing as always
一刹那,yīchànà,a moment; an instant; in a flash
一声不吭,yīshēngbùkēng,to not say a word
一事无成,yīshìwúchéng,to have achieved nothing; to be a total failure; to get nowhere
一手,yīshǒu,a skill; mastery of a trade; by oneself; without outside help
一瞬间,yīshùnjiān,split second
一塌糊涂,yītāhútu,muddled and completely collapsing (idiom); in an awful condition; complete shambles; a total mess
一体,yītǐ,an integral whole; all concerned; everybody
一天到晚,yītiāndàowǎn,all day long; the whole day
一头,yītóu,one head; a head full of sth; one end (of a stick); one side
一味,yīwèi,blindly; invariably
一无所有,yīwúsuǒyǒu,not having anything at all (idiom); utterly lacking; without two sticks to rub together
一无所知,yīwúsuǒzhī,not knowing anything at all (idiom); completely ignorant; without an inkling
一系列,yīxìliè,a series of; a string of
一线,yīxiàn,front line
一心,yīxīn,wholeheartedly; heart and soul
一心一意,yīxīnyīyì,concentrating one's thoughts and efforts; single-minded; bent on; intently
一言不发,yīyánbùfā,to not say a word (idiom)
一言一行,yīyányīxíng,every word and action (idiom)
一眼,yīyǎn,a glance; a quick look; a glimpse
一一,yīyī,one by one; one after another
一应俱全,yīyīngjùquán,with everything needed available
一早,yīzǎo,early in the morning; at dawn
一长一短,yīchángyīduǎn,talking endlessly; long-winded
一阵,yīzhèn,a burst; a fit; a peal; a spell (period of time)
伊斯兰教,Yīsīlánjiào,Islam
衣食住行,yīshízhùxíng,clothing; food; housing and transport (idiom); people's basic needs
医务,yīwù,medical affairs
依,yī,to depend on; to comply with or listen to sb; according to; in the light of
依托,yītuō,to rely on; to depend on; support
依依不舍,yīyībùshě,reluctant to part (idiom); broken-hearted at having to leave
仪表,yíbiǎo,appearance; bearing; meter (i.e. measuring instrument)
怡然自得,yíránzìdé,happy and content (idiom)
姨,yí,mother's sister; aunt
移交,yíjiāo,to transfer; to hand over
移植,yízhí,to transplant
遗留,yíliú,to leave behind; to hand down
遗弃,yíqì,to leave; to abandon
遗体,yítǐ,remains (of a dead person)
遗忘,yíwàng,to forget; to cease to think about (sb or sth) anymore
遗物,yíwù,remnant
遗愿,yíyuàn,final wishes of the departed
遗址,yízhǐ,ruins; historic relics
遗嘱,yízhǔ,testament; will
疑点,yídiǎn,a doubtful point
疑惑,yíhuò,to doubt; to distrust; unconvincing; to puzzle over
疑虑,yílǜ,hesitation; misgivings; doubt
以,yǐ,to use; by means of; according to; in order to
以免,yǐmiǎn,in order to avoid; so as not to
以身作则,yǐshēnzuòzé,to set an example (idiom); to serve as a model
以至于,yǐzhìyú,down to; up to; to the extent that...
以致,yǐzhì,to such an extent as to; down to; up to
矣,yǐ,classical final particle; similar to modern 了
倚,yǐ,to lean on; to rely upon
义工,yìgōng,volunteer worker; volunteer work
议,yì,to comment on; to discuss; to suggest
议程,yìchéng,agenda; agenda item
议会,yìhuì,parliament; legislative assembly
议员,yìyuán,member (of a legislative body); representative
亦,yì,also
屹立,yìlì,to tower; to stand straight (of person's bearing)
异口同声,yìkǒutóngshēng,different mouths; same voice; to speak in unison (idiom)
异想天开,yìxiǎngtiānkāi,to imagine the wildest thing; to indulge in fantasy
异性,yìxìng,the opposite sex; of the opposite sex; heterosexual; different in nature
异议,yìyì,objection; dissent
抑扬顿挫,yìyángdùncuò,see 顿挫抑扬
抑郁,yìyù,depressed; despondent; gloomy
抑郁症,yìyùzhèng,clinical depression
抑制,yìzhì,to inhibit; to keep down; to suppress
译,yì,to translate; to interpret
易拉罐,yìlāguàn,pull-top can; easy-open can (with ring-pull)
疫苗,yìmiáo,vaccine
益处,yìchu,benefit
意料,yìliào,to anticipate; to expect; expectations
意料之外,yìliàozhīwài,(idiom) contrary to expectation; unexpected
意图,yìtú,intent; intention; to intend
意向,yìxiàng,intention; purpose; intent; inclination
溢,yì,to overflow; (literary) excessive
毅力,yìlì,perseverance; willpower
毅然,yìrán,firmly; resolutely; without hesitation
因人而异,yīnrénéryì,varying from person to person (idiom); different for each individual
阴暗,yīnàn,dim; dark; overcast; darkness
阴性,yīnxìng,negative; feminine
音响,yīnxiǎng,sound; acoustics; audio; hi-fi system
殷勤,yīnqín,politely; solicitously; eagerly attentive
银幕,yínmù,movie screen
引发,yǐnfā,to lead to; to trigger; to initiate; to cause
引经据典,yǐnjīngjùdiǎn,lit. to quote the classics; to quote chapter and verse (idiom)
引领,yǐnlǐng,to crane one's neck; to await eagerly; to lead; to show the way
引擎,yǐnqíng,engine (loanword)
引人入胜,yǐnrénrùshèng,to enchant; fascinating
引人注目,yǐnrénzhùmù,to attract attention; eye-catching; conspicuous
引入,yǐnrù,to draw into; to pull into; to introduce
引用,yǐnyòng,to quote; to cite; to recommend; to appoint
引诱,yǐnyòu,to coerce (sb into doing sth bad); to lure (into a trap); to seduce
饮水,yǐnshuǐ,drinking water
饮用水,yǐnyòngshuǐ,drinking water; potable water
隐蔽,yǐnbì,to conceal; to hide; covert; under cover
隐患,yǐnhuàn,a danger concealed within sth; hidden damage; misfortune not visible from the surface
隐瞒,yǐnmán,to conceal; to hide (a taboo subject); to cover up the truth
隐情,yǐnqíng,sth one wishes to keep secret; ulterior motive; a subject best avoided
隐身,yǐnshēn,to hide oneself; invisible (person or online status)
隐形,yǐnxíng,invisible
隐性,yǐnxìng,hidden; crypto-; recessive (gene)
隐约,yǐnyuē,vague; faint; indistinct
瘾,yǐn,addiction; craving
印刷术,yìnshuāshù,printing; printing technology
印章,yìnzhāng,seal; signet; chop; stamp
印证,yìnzhèng,to confirm; to corroborate; to verify; proof
应酬,yìngchou,to engage in social activities; to socialize; dinner party; banquet
应付,yìngfu,to deal with; to cope
应聘,yìngpìn,to accept a job offer; to apply for an advertised position
应邀,yìngyāo,at sb's invitation; on invitation
应有尽有,yīngyǒujìnyǒu,everything that should be here is here (idiom); all one can think of is on hand; to have all one needs
英镑,Yīngbàng,pound sterling
英俊,yīngjùn,handsome
婴儿,yīngér,infant; baby; lead (Pb)
鹰,yīng,eagle; falcon; hawk
迎,yíng,to welcome; to meet; to forge ahead (esp. in the face of difficulties); to meet face to face
迎合,yínghé,to cater to; to pander to
盈利,yínglì,profit; gain; to make profits
荧光,yíngguāng,fluorescence; fluorescent
营救,yíngjiù,to rescue
营造,yíngzào,to build (housing); to construct; to make
赢家,yíngjiā,winner
影像,yǐngxiàng,image
映,yìng,to reflect (light); to shine; to project (an image onto a screen etc)
硬币,yìngbì,coin
硬朗,yìnglǎng,robust; healthy
硬盘,yìngpán,hard disk
拥护,yōnghù,to endorse; to support
拥挤,yōngjǐ,crowded; to throng; congestion
庸俗,yōngsú,vulgar; tacky; tawdry
永不,yǒngbù,never; will never
永恒,yǒnghéng,eternal; everlasting; fig. to pass into eternity (i.e. to die)
永久,yǒngjiǔ,everlasting; perpetual; lasting; forever
勇往直前,yǒngwǎngzhíqián,to advance bravely
勇于,yǒngyú,to dare to; to be brave enough to
涌,yǒng,to gush; to surge; to well up
涌入,yǒngrù,to come pouring in; influx
涌现,yǒngxiàn,to emerge in large numbers; to spring up; to emerge prominently
踊跃,yǒngyuè,to leap; to jump; eager; enthusiastically
用餐,yòngcān,to eat a meal
用功,yònggōng,diligent; industrious (in one's studies); to study hard; to make great effort
用力,yònglì,to exert oneself physically
用人,yòngrén,servant; to employ sb for a job; to manage people; to be in need of staff
用意,yòngyì,intention; purpose
优,yōu,excellent; superior
优化,yōuhuà,to optimize
优雅,yōuyǎ,grace; graceful
优异,yōuyì,exceptional; outstandingly good
优越,yōuyuè,superior; superiority
忧愁,yōuchóu,to be worried
忧虑,yōulǜ,to worry; anxiety (about)
忧郁,yōuyù,sullen; depressed; melancholy; dejected
悠久,yōujiǔ,long (tradition history etc)
悠闲,yōuxián,leisurely; leisurely; carefree; relaxed
尤为,yóuwéi,especially
由此看来,yóucǐkànlái,thereby; judging from this
由此可见,yóucǐkějiàn,from this; it can be seen that...
由来,yóulái,origin
由衷,yóuzhōng,heartfelt; sincere; unfeigned
犹如,yóurú,similar to; like
犹豫不决,yóuyùbùjué,hesitancy; indecision; to waver
邮编,yóubiān,postal code; zip code
邮政,yóuzhèng,postal service; postal
油画,yóuhuà,oil painting
游船,yóuchuán,pleasure boat; cruise ship
游览,yóulǎn,to go sightseeing; to tour; to visit
有朝一日,yǒuzhāoyīrì,one day; sometime in the future
有待,yǒudài,not yet (done); pending
有的放矢,yǒudìfàngshǐ,lit. to have a target in mind when shooting one's arrows (idiom); fig. to have a clear objective
有机,yǒujī,organic
有口无心,yǒukǒuwúxīn,to speak harshly but without any bad intent (idiom)
有两下子,yǒuliǎngxiàzi,to have real skill; to know one's stuff
有声有色,yǒushēngyǒusè,having sound and color (idiom); vivid; dazzling
有所,yǒusuǒ,somewhat; to some extent
有所不同,yǒusuǒbùtóng,to differ to some extent (idiom)
有望,yǒuwàng,hopeful; promising
有效期,yǒuxiàoqī,period of validity; sell-by date
有幸,yǒuxìng,fortunately
有序,yǒuxù,regular; orderly; successive; in order
有益,yǒuyì,useful; beneficial; profitable
有意,yǒuyì,to intend; intentionally; interested in
有助于,yǒuzhùyú,to contribute to; to promote
幼稚,yòuzhì,young; childish; puerile
诱饵,yòuěr,bait
诱发,yòufā,to induce; to cause; to elicit; to trigger
诱惑,yòuhuò,to entice; to lure; to induce; to attract
诱人,yòurén,attractive; alluring; captivating
友情,yǒuqíng,friendly feelings; friendship
友人,yǒurén,friend
友善,yǒushàn,friendly
余,yú,surplus; remainder; extra; over (a number)
余地,yúdì,margin; leeway
余额,yúé,balance (of an account bill etc); surplus; remainder
渔船,yúchuán,fishing boat
渔民,yúmín,fisherman; fisher folk
逾期,yúqī,to be overdue; to fail to meet a deadline; to be behind in doing sth
愚蠢,yúchǔn,silly; stupid
愚公移山,yúgōngyíshān,the old man moves mountains (idiom); fig. where there's a will; there's a way
舆论,yúlùn,public opinion
与此同时,yǔcǐtóngshí,at the same time; meanwhile
与否,yǔfǒu,whether or not (at the end of a phrase)
与其,yǔqí,rather than...; 与其 A 如 B (rather than A better to B)
与日俱增,yǔrìjùzēng,to increase steadily; to grow with each passing day
与时俱进,yǔshíjùjìn,abreast of modern developments; to keep up with the times; progressive; timely
与众不同,yǔzhòngbùtóng,to stand out from the masses (idiom)
予以,yǔyǐ,to give; to impose; to apply
宇宙,yǔzhòu,universe; cosmos
语气,yǔqì,tone; manner of speaking; mood
浴室,yùshì,bathroom (room used for bathing)
预定,yùdìng,to schedule in advance
预感,yùgǎn,to have a premonition; premonition
预告,yùgào,to forecast; to predict; advance notice
预见,yùjiàn,to foresee; to predict; to forecast; to envision
预料,yùliào,to forecast; to anticipate; expectation
预赛,yùsài,preliminary competition; to hold preliminary heats
预示,yùshì,to indicate; to foretell; to forebode; to betoken
预售,yùshòu,to sell in advance
预算,yùsuàn,budget
预先,yùxiān,beforehand; in advance
预言,yùyán,to predict; prophecy
预兆,yùzhào,omen; sign (of sth yet to occur); prior indication; to foreshadow
欲望,yùwàng,desire; longing; appetite; craving
寓言,yùyán,fable
寓意,yùyì,moral (of a story); lesson to be learned; implication; message
遇难,yùnàn,to perish; to be killed
遇上,yùshàng,to come across (sb); to run into
遇险,yùxiǎn,to get into difficulties; to meet with danger
愈合,yùhé,(of a wound) to heal
愈来愈,yùláiyù,more and more
愈演愈烈,yùyǎnyùliè,ever more critical; problems get more and more intense
冤,yuān,injustice; grievance; wrong
冤枉,yuānwang,to accuse wrongly; to treat unjustly; injustice; wronged
渊源,yuānyuán,origin; source; relationship
元老,yuánlǎo,senior figure; elder; doyen
元首,yuánshǒu,head of state
元宵节,Yuánxiāojié,Lantern Festival; the final event of the Spring Festival 春节; on 15th of first month of the lunar calendar
原本,yuánběn,originally; original
原材料,yuáncáiliào,raw and semifinished materials
原创,yuánchuàng,to create (sth original); (adj.) original; originality; original work
原地,yuándì,(in) the original place; the place where one currently is; place of origin; local (product)
原型,yuánxíng,model; prototype; archetype
原汁原味,yuánzhīyuánwèi,original; authentic
原装,yuánzhuāng,genuine; intact in original packaging (not locally assembled and packaged)
圆形,yuánxíng,round; circular
缘分,yuánfèn,fate or chance that brings people together; predestined affinity or relationship; (Budd.) destiny
源泉,yuánquán,fountainhead; well-spring; water source; fig. origin
源头,yuántóu,source; fountainhead
源于,yuányú,has its origins in
源源不断,yuányuánbùduàn,a steady flow (idiom); an unending stream
远程,yuǎnchéng,remote; long distance; long range
远见,yuǎnjiàn,foresight; discernment; vision
远近闻名,yuǎnjìnwénmíng,to be known far and wide; to be well-known
怨恨,yuànhèn,to resent; to harbor a grudge against; to loathe; resentment
怨气,yuànqì,grievance; resentment; complaint
怨言,yuànyán,complaint
院士,yuànshì,scholar; academician; fellow (of an academy)
曰,yuē,to speak; to say
约定俗成,yuēdìngsúchéng,established by popular usage (idiom); common usage agreement; customary convention
月初,yuèchū,start of month; early in the month
月票,yuèpiào,monthly ticket
岳父,yuèfù,wife's father; father-in-law
岳母,yuèmǔ,wife's mother; mother-in-law
悦耳,yuèěr,sweet-sounding; beautiful (of sound)
阅历,yuèlì,to experience; experience
越发,yuèfā,increasingly; more and more; ever more; all the more
越过,yuèguò,to cross over; to transcend; to cover distance; to overcome
晕倒,yūndǎo,to faint; to swoon; to black out; to become unconscious
陨石,yǔnshí,meteorite; aerolite
孕妇,yùnfù,pregnant woman
孕育,yùnyù,to be pregnant; to produce offspring; to nurture (a development school of thought artwork etc); fig. replete with (culture etc)
运河,yùnhé,canal
运送,yùnsòng,to transport; to carry
运营,yùnyíng,to be in operation; to do business; (of train bus etc) to be in service; operation
运转,yùnzhuǎn,to work; to operate; to revolve; to turn around
酝酿,yùnniàng,(of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue); to hold exploratory discussions
韵味,yùnwèi,implicit charm in rhyme or sound; hinted appeal; interest
蕴藏,yùncáng,to hold in store; to contain (untapped reserves etc)
蕴涵,yùnhán,to contain; to accumulate; to embrace; implicit condition
杂技,zájì,acrobatics
杂交,zájiāo,to hybridize; to crossbreed; promiscuity
杂乱无章,záluànwúzhāng,disordered and in a mess (idiom); all mixed up and chaotic
砸,zá,to smash; to pound; to fail; to muck up
栽,zāi,to plant; to grow; to insert; to erect (e.g. a bus stop sign)
栽培,zāipéi,to grow; to cultivate; to train; to educate
宰,zǎi,to slaughter; to butcher; to kill (animals etc); (coll.) to fleece
再度,zàidù,once more; once again; one more time
再现,zàixiàn,to recreate; to reconstruct (a historical relic)
在线,zàixiàn,online
在意,zàiyì,to care about; to mind
在职,zàizhí,to be employed; to be in post; on-the-job
载体,zàitǐ,carrier (chemistry); vector (epidemiology); vehicle or medium
攒,zǎn,to save up; to accumulate; (cuán) to assemble
暂,zàn,temporary; to scurry
赞不绝口,zànbùjuékǒu,to praise without cease (idiom); praise sb to high heaven; to praise without cease (idiom); praise sb to high heaven
赞美,zànměi,to admire; to praise; to eulogize
赞叹,zàntàn,to exclaim in admiration
赞叹不已,zàntànbùyǐ,to be full of praise (idiom)
赞同,zàntóng,to approve of; to endorse; (vote) in favor; to approve of
赞许,zànxǔ,to praise; to laud
赞扬,zànyáng,to praise; to approve of; to show approval
葬,zàng,to bury (the dead); to inter
葬礼,zànglǐ,burial; funeral
遭殃,zāoyāng,to suffer a calamity
凿,záo,chisel; to bore a hole; to chisel or dig; (literary) (bound form) certain
早年,zǎonián,many years ago; in the past; in one's early years
早日,zǎorì,soon; at an early date; the early days; the past
枣,zǎo,(bound form) jujube; Chinese date (Zizyphus jujuba)
造福,zàofú,to benefit (e.g. the people)
造假,zàojiǎ,to counterfeit; to pass off a fake as genuine
造价,zàojià,construction cost
造就,zàojiù,to bring up; to train; to contribute to; achievements (usually of young people)
造纸术,zàozhǐshù,papermaking process
噪声,zàoshēng,noise
噪音,zàoyīn,rumble; noise; static (in a signal)
则,zé,(literary) (conjunction used to express contrast with a previous clause) but; then; (bound form) standard; norm
责备,zébèi,to blame; to criticize; condemnation; reproach
责怪,zéguài,to blame; to rebuke
责任感,zérèngǎn,sense of responsibility
贼,zéi,thief; traitor; wily; deceitful
增收,zēngshōu,to increase revenue; to increase income by (x amount); to levy (a surcharge tax increase etc); (of a school) to have an increased student intake
增添,zēngtiān,to add; to increase
扎根,zhāgēn,to take root
渣子,zhāzi,dregs; bits; dregs (of society)
闸,zhá,sluice; lock (on waterway); gear; brake
眨眼,zhǎyǎn,to blink; to wink; in the twinkling of an eye
诈骗,zhàpiàn,to defraud; to swindle; to blackmail
榨,zhà,to press; to extract (juice); to press; to extract (juice)
窄,zhǎi,narrow; narrow-minded; badly off
债务,zhàiwù,debt; liability; amount due; indebtedness
沾,zhān,to moisten; to be infected by; to receive benefit or advantage through a contact; to touch
沾光,zhānguāng,to bask in the light; fig. to benefit from association with sb or sth; reflected glory
粘,zhān,to stick; to glue; to paste
瞻仰,zhānyǎng,to revere; to admire
斩,zhǎn,to behead (as form of capital punishment); to chop
斩草除根,zhǎncǎochúgēn,to cut weeds and eliminate the roots (idiom); to destroy root and branch; to eliminate completely
展出,zhǎnchū,to put on display; to be on show; to exhibit
展览会,zhǎnlǎnhuì,exhibition; show
展望,zhǎnwàng,outlook; prospect; to look ahead; to look forward to
盏,zhǎn,a small cup; classifier for lamps
崭新,zhǎnxīn,brand new
占卜,zhānbǔ,to divine
占用,zhànyòng,to occupy
站立,zhànlì,to stand; standing; on one's feet
绽放,zhànfàng,to blossom
蘸,zhàn,to dip in (ink sauce etc)
张灯结彩,zhāngdēngjiécǎi,to be decorated with lanterns and colored banners (idiom)
张贴,zhāngtiē,to post (a notice); to advertise
张扬,zhāngyáng,to make public; to publicize; ostentatious
长辈,zhǎngbèi,one's elders; older generation
长达,chángdá,to extend as long as; to lengthen out to
长期以来,chángqīyǐlái,for a long time
长相,zhǎngxiàng,appearance; looks; profile; countenance
长效,chángxiào,to be effective over an extended period
长征,Chángzhēng,Long March (retreat of the Red Army 1934-1935); expedition; long journey
长足,chángzú,remarkable (progress improvement expansion etc)
掌管,zhǎngguǎn,in charge of; to control
帐篷,zhàngpeng,tent
帐子,zhàngzi,mosquito net
胀,zhàng,to swell; dropsical; swollen; bloated
账单,zhàngdān,bill
账号,zhànghào,account; username
招标,zhāobiāo,to invite bids
招待,zhāodài,to hold a reception; to offer hospitality; to entertain (guests); to serve (customers)
招待会,zhāodàihuì,a reception
招揽,zhāolǎn,to attract (customers); to drum up (trade)
招募,zhāomù,to recruit; to enlist
招牌,zhāopai,signboard; shop sign; reputation of a business
招收,zhāoshōu,to hire; to recruit
招数,zhāoshù,move (in chess on stage in martial arts); gambit; trick; scheme
爪子,zhuǎzi,(animal's) claw
沼泽,zhǎozé,marsh; swamp; wetlands; glade
召集,zhàojí,to convene; to gather
兆头,zhàotou,omen; portent; sign
照办,zhàobàn,to follow the rules; to do as instructed; to play by the book; to comply with a request
照常,zhàocháng,as usual
照例,zhàolì,as a rule; as usual; usually
照料,zhàoliào,to tend; to take care of sb
照明,zhàomíng,lighting; illumination; to light up; to illuminate
罩,zhào,cover; fish trap (basket); shade
肇事,zhàoshì,to cause an accident; to be responsible for an incident; to provoke a disturbance
遮,zhē,to cover up (a shortcoming); to screen off; to hide; to conceal
遮盖,zhēgài,to hide; to cover (one's tracks)
折叠,zhédié,to fold; collapsible; folding (bicycle antenna bed etc)
折合,zhéhé,to convert into; to amount to; to be equivalent to
折扣,zhékòu,discount
折磨,zhémó,to torment; to torture
折射,zhéshè,to refract; refraction; to reflect (in the figurative sense: to show the nature of)
折腾,zhēteng,to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb; to play crazy
这会儿,zhèhuìr,(coll.) now; this moment
这样一来,zhèyàngyīlái,thus; if this happens then
着力,zhuólì,to put effort into sth; to try really hard
着落,zhuóluò,whereabouts; place to settle; reliable source (of funds etc); (of responsibility for a matter) to rest with sb
着迷,zháomí,to be fascinated; to be captivated
着实,zhuóshí,truly; indeed; severely; harshly
着手,zhuóshǒu,to put one's hand to it; to start out on a task; to set out
着想,zhuóxiǎng,to give thought (to others); to consider (other people's needs)
着眼,zhuóyǎn,to have one's eyes on (a goal); having sth in mind; to concentrate
着眼于,zhuóyǎnyú,Focus on
着重,zhuózhòng,to put emphasis on; to stress
针锋相对,zhēnfēngxiāngduì,to oppose each other with equal harshness (idiom); tit for tat; measure for measure
针灸,zhēnjiǔ,acupuncture and moxibustion; to give or have acupuncture and moxibustion
侦察,zhēnchá,to investigate a crime; to scout; to reconnoiter; reconnaissance
珍藏,zhēncáng,a collection of rare and valuable items; to collect (such items)
珍视,zhēnshì,to place great importance on; to treasure
珍重,zhēnzhòng,precious; extremely valuable; (honorific) Please take good care of yourself!
真假,zhēnjiǎ,genuine or fake; true or false
真空,zhēnkōng,vacuum
真情,zhēnqíng,real situation; the truth
真是的,zhēnshide,Really! (interj. of annoyance or frustration)
真心,zhēnxīn,sincere; heartfelt
真挚,zhēnzhì,sincere; sincerity
诊所,zhěnsuǒ,clinic
枕头,zhěntou,pillow
阵容,zhènróng,troop arrangement; battle formation; lineup (of a sports team etc)
阵营,zhènyíng,group of people; camp; faction; sides in a dispute
振奋,zhènfèn,to stir oneself up; to raise one's spirits; to inspire
振兴,zhènxīng,to revitalize; to revive; to invigorate
振作,zhènzuò,to bestir oneself; to pull oneself together; to cheer up; to uplift
镇定,zhèndìng,calm; unperturbed; cool
震,zhèn,to shake; to vibrate; to jolt; to quake
震动,zhèndòng,to shake; to vibrate; to strongly affect; shock
震撼,zhènhàn,to shake; to shock; to stun; shocking
争吵,zhēngchǎo,to quarrel; dispute
争端,zhēngduān,dispute; controversy; conflict
争分夺秒,zhēngfēnduómiǎo,lit. fight minutes; snatch seconds (idiom); a race against time; making every second count
争光,zhēngguāng,to win an honor; to strive to win a prize
争气,zhēngqì,to work hard for sth; to resolve on improvement; determined not to fall short
争先恐后,zhēngxiānkǒnghòu,striving to be first and fearing to be last (idiom); outdoing one another
争执,zhēngzhí,to dispute; to disagree; to argue opinionatedly; to wrangle
征,zhēng,to levy; to recruit; to solicit; to conquer (征服)
征集,zhēngjí,to collect; to recruit
征收,zhēngshōu,to levy (a tax); to expropriate
挣扎,zhēngzhá,to struggle
睁,zhēng,to open (one's eyes)
蒸,zhēng,to evaporate; (of cooking) to steam; torch made from hemp stalks or bamboo (old); finely chopped firewood (old)
拯救,zhěngjiù,to save; to rescue
整合,zhěnghé,to conform; to integrate
整洁,zhěngjié,neatly; tidy
整数,zhěngshù,whole number; integer (math.); round figure
正面,zhèngmiàn,front; obverse side; right side; positive
正能量,zhèngnéngliàng,positive energy; positivity
正视,zhèngshì,to face squarely; to meet head on; to face up to
正直,zhèngzhí,upright; upstanding; honest
正宗,zhèngzōng,orthodox school; fig. traditional; old school; authentic
证人,zhèngrén,witness
郑重,zhèngzhòng,serious; solemn; earnest; conscientious
症结,zhēngjié,hard lump in the abdomen (in Chinese medicine); crux of an issue; main point in an argument; sticking point
之,zhī,(possessive particle literary equivalent of 的); him; her; it
之所以,zhīsuǒyǐ,(after a noun N and before a predicate P) the reason why N P; Example: 我之所以讨厌他 'the reason why I dislike him (is ...)'
支票,zhīpiào,check (bank); cheque
支柱,zhīzhù,mainstay; pillar; prop; backbone
汁,zhī,juice
芝麻,zhīma,sesame (seed)
芝士,zhīshì,cheese (loanword)
知己,zhījǐ,to know oneself; to be intimate or close; intimate friend
知觉,zhījué,perception; consciousness
知名度,zhīmíngdù,reputation; profile; familiarity in the public consciousness
知识分子,zhīshifènzǐ,intellectual; intelligentsia; learned person
知足,zhīzú,content with one's situation; to know contentment (hence happiness)
肢体,zhītǐ,limb; limbs and trunk; body
脂肪,zhīfáng,fat (in the body in a plant or in food)
执法,zhífǎ,to enforce a law; law enforcement
执意,zhíyì,to be determined to; to insist on
执照,zhízhào,license; permit
执着,zhízhuó,to be strongly attached to; to be dedicated; to cling to; (Buddhism) attachment
直奔,zhíbèn,to go straight to; to make a beeline for
直达,zhídá,to reach (a place) directly; (transportation) to reach the destination without changing service or without stopping; (of a train flight etc) direct; nonstop
直观,zhíguān,direct observation; directly perceived through the senses; intuitive; audiovisual
直径,zhíjìng,diameter
直觉,zhíjué,intuition
直视,zhíshì,to look straight at
直至,zhízhì,lasting until; up till (the present)
值钱,zhíqián,valuable; costly; expensive
职权,zhíquán,authority; power over others
职业病,zhíyèbìng,occupational disease
职员,zhíyuán,office worker; staff member
止步,zhǐbù,to halt; to stop; to go no farther
止咳,zhǐké,to suppress coughing
止血,zhǐxuè,to staunch (bleeding); hemostatic (drug)
旨在,zhǐzài,to have as its purpose; to be intended to; to aim to (do sth)
指点,zhǐdiǎn,to point out; to indicate; to give directions; to show how (to do sth)
指教,zhǐjiào,to give advice or comments
指令,zhǐlìng,order; command; instruction
指南,zhǐnán,to guide; guidebook
指南针,zhǐnánzhēn,compass
指手画脚,zhǐshǒuhuàjiǎo,to gesticulate while talking (idiom); to explain by waving one's hands; to criticize or give orders summarily
指望,zhǐwàng,to count on; to hope for; prospect; hope
指向,zhǐxiàng,to point towards; aimed at; facing; the direction indicated
指引,zhǐyǐn,to guide; to show; to point (the way); directions
至此,zhìcǐ,up until now; so far
至关重要,zhìguānzhòngyào,extremely important; vital; crucial; essential
志气,zhìqì,ambition; resolve; backbone; drive
制,zhì,system; to control; to regulate; to manufacture
制裁,zhìcái,to punish; punishment; sanctions (incl. economic)
制服,zhìfú,to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status
制品,zhìpǐn,products; goods
制止,zhìzhǐ,to curb; to put a stop to; to stop; to check
治学,zhìxué,scholarship; high-level study; to do scholarly research; to pursue a high level of study
治愈,zhìyù,to cure; to restore to health; uplifting; heartwarming
质地,zhìdì,texture; background (texture); grain; quality
质朴,zhìpǔ,simple; plain; unadorned; unaffected
质问,zhìwèn,to question; to ask questions; to inquire; to bring to account
质疑,zhìyí,to call into question; to question (truth or validity)
秩序,zhìxù,order (orderly); order (sequence); social order; the state (of society)
致,zhì,to send; to extend (致敬); to cause; to result in (导致)
致辞,zhìcí,to express in words or writing; to make a speech (esp. short introduction vote of thanks afterword funeral homily etc); to address (an audience); same as 致词
致富,zhìfù,to become rich
致敬,zhìjìng,to salute; to pay one's respects to; to pay tribute to; to pay homage to
致力于,zhìlìyú,Dedicate
致命,zhìmìng,fatal; mortal; deadly; to sacrifice one's life
致使,zhìshǐ,to cause; to result in
窒息,zhìxī,to choke; to stifle; to suffocate
智商,zhìshāng,IQ (intelligence quotient)
滞后,zhìhòu,to lag behind
滞留,zhìliú,(of a person) to remain in (a place) (due to circumstances that prevent one leaving); to be stranded; (of sth that would typically dissipate e.g. floodwater pollutants) to remain; to linger
置,zhì,to install; to place; to put; to buy
中国画,Zhōngguóhuà,Chinese painting
中立,zhōnglì,neutral; neutrality
中途,zhōngtú,midway
中型,zhōngxíng,medium sized
