Chinese (Simpl.),Pinyin,English
匿名,nìmíng,anonymous
年画,niánhuà,New Year (Spring Festival) picture
年迈,niánmài,old; aged
年限,niánxiàn,age limit; fixed number of years
年薪,niánxīn,annual salary
年夜饭,niányèfàn,New Year's Eve family dinner
年终,niánzhōng,end of the year
黏,nián,sticky; glutinous; (Tw) to adhere; to stick on
念念不忘,niànniànbùwàng,to keep in mind constantly (idiom)
念书,niànshū,to read; to study
念头,niàntou,thought; idea; intention
酿造,niàngzào,to brew; to make (wine vinegar soybean paste etc) by fermentation
娘,niáng,mother; young lady; (coll.) effeminate
鸟巢,niǎocháo,bird's nest; nickname for Beijing 2008 Olympic stadium
尿,niào,to urinate; urine; (coll.) urine
捏,niē,to hold between the thumb and fingers; to pinch; to mold (using the fingers); to hold (lit. in one's hand and fig.)
宁可,nìngkě,preferably; one would prefer to...(or not to...); would rather; (would) be better to
宁愿,nìngyuàn,would rather ... (than ...)
拧,níng,to pinch; wring; mistake; to twist
凝固,nínggù,to freeze; to solidify; to congeal; fig. with rapt attention
凝聚,níngjù,to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation
扭曲,niǔqū,to twist; to warp; to distort
扭头,niǔtóu,to turn one's head; to turn around
扭转,niǔzhuǎn,to reverse; to turn around (an undesirable situation); (mechanics) torsion
纽带,niǔdài,tie; link; bond
纽扣,niǔkòu,button
农场,nóngchǎng,farm
农历,nónglì,the traditional Chinese calendar; the lunar calendar
农民工,nóngmíngōng,migrant worker (who moved from a rural area of China to a city to find work)
农作物,nóngzuòwù,(farm) crops
浓厚,nónghòu,dense; thick (fog clouds etc); to have a strong interest in; deep
浓缩,nóngsuō,to concentrate (a liquid); concentration; espresso coffee
浓郁,nóngyù,rich; strong; heavy (fragrance); dense
浓重,nóngzhòng,dense; thick; strong; rich (colors)
弄虚作假,nòngxūzuòjiǎ,to practice fraud (idiom); by trickery
奴隶,núlì,slave
女婿,nǚxu,daughter's husband; son-in-law
暖烘烘,nuǎnhōnghōng,nice and warm; cozy; heartwarming
虐待,nu:èdài,to mistreat; to maltreat; to abuse; mistreatment
挪,nuó,to shift; to move
诺言,nuòyán,promise
哦,ó,oh (interjection of surprise or doubt); ò oh (I see)
殴打,ōudǎ,to beat up; to come to blows; battery (law)
呕吐,ǒutù,to vomit
趴,pā,to lie on one's stomach; to lean forward; resting one's upper body (on a desktop etc); (Tw) percent
拍板,pāibǎn,clapper-board; auctioneer's hammer; to beat time with clappers
拍卖,pāimài,to auction; auction sale; to sell at a reduced price
拍戏,pāixì,to shoot a movie
徘徊,páihuái,to pace back and forth; to dither; to hesitate; (of sales figures etc) to fluctuate
排斥,páichì,to reject; to exclude; to eliminate; to remove
排放,páifàng,to arrange in order; to emit; to discharge (exhaust gas waste water etc); (of animals) to ovulate
排练,páiliàn,to rehearse; rehearsal
牌照,páizhào,(business) license; vehicle license; car registration; license plate
派别,pàibié,group; sect; clique; faction
派遣,pàiqiǎn,to send (on a mission); to dispatch
攀,pān,to climb (by pulling oneself up); to implicate; to claim connections of higher status
攀升,pānshēng,to clamber up; (of prices etc) to rise
盘算,pánsuàn,to plot; to scheme; to calculate
判处,pànchǔ,to sentence; to condemn
判定,pàndìng,to judge; to decide; judgment; determination
判决,pànjué,judgment (by a court of law); to pass judgment on; to sentence
叛逆,pànnì,to rebel; to revolt; a rebel
盼,pàn,to hope for; to long for; to expect
庞大,pángdà,huge; enormous; tremendous
旁观,pángguān,spectator; non-participant
抛,pāo,to throw; to toss; to fling; to cast
抛开,pāokāi,to throw out; to get rid of
抛弃,pāoqì,to abandon; to discard; to renounce; to dump (sb)
刨,bào,carpenter's plane; to plane (woodwork); to shave off; to peel (with a potato peeler etc)
跑车,pǎochē,racing bicycle; racing car; sports car; (of a conductor or attendant) to work on a train
跑道,pǎodào,athletic track; track; runway (i.e. airstrip)
跑龙套,pǎolóngtào,to play a small role
泡沫,pàomò,foam; (soap) bubble; (economic) bubble
胚胎,pēitāi,embryo
陪伴,péibàn,to accompany
陪葬,péizàng,to be buried with or next to dead person (of deceased's partner or of funerary objects)
赔钱,péiqián,to lose money; to pay for damages
佩服,pèifú,to admire
配件,pèijiàn,component; part; fitting; accessory
配偶,pèiǒu,spouse
配送,pèisòng,to put together an order and deliver it (i.e. 配货 and 送货); to deliver (goods)
配音,pèiyīn,dubbing (filmmaking)
喷泉,pēnquán,fountain
抨击,pēngjī,to attack (verbally or in writing)
烹调,pēngtiáo,to cook
蓬勃,péngbó,vigorous; flourishing; full of vitality
鹏程万里,péngchéngwànlǐ,the fabled roc flies ten thousand miles (idiom); one's future prospects are brilliant
膨胀,péngzhàng,to expand; to inflate; to swell
捧,pěng,to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands)
捧场,pěngchǎng,to cheer on (originally esp. as paid stooge); to root for sb; to sing sb's praises; to flatter
碰钉子,pèngdīngzi,to meet with a rebuff
碰巧,pèngqiǎo,by chance; by coincidence; to happen to
碰上,pèngshàng,to run into; to come upon; to meet
碰撞,pèngzhuàng,to collide; collision
批发,pīfā,wholesale; bulk trade; distribution
批判,pīpàn,to criticize; critique
披露,pīlù,to reveal; to publish; to make public; to announce
劈,pī,to hack; to chop; to split open; (of lightning) to strike
皮带,pídài,strap; leather belt
疲惫,píbèi,beaten; exhausted; tired
疲惫不堪,píbèibùkān,exhausted; fatigued to the extreme
疲倦,píjuàn,to tire; tired
疲劳,píláo,fatigue; wearily; weariness; weary
脾,pí,spleen
匹配,pǐpèi,to mate or marry; to match; matching; compatible
媲美,pìměi,to match; is comparable with
僻静,pìjìng,lonely; secluded
譬如,pìrú,for example; for instance; such as
譬如说,pìrúshuō,for example
偏差,piānchā,bias; deviation
偏方,piānfāng,folk remedy; home remedy
偏见,piānjiàn,prejudice; bias
偏僻,piānpì,remote; desolate; far from the city
偏偏,piānpiān,(indicates that sth turns out just the opposite of what one would wish) unfortunately; as it happened; (indicates that sth is the opposite of what would be normal or reasonable) stubbornly; contrarily
偏向,piānxiàng,partial towards sth; to prefer; to incline; erroneous tendencies (Leftist or Revisionist deviation)
偏远,piānyuǎn,remote; far from civilization
篇幅,piānfu,length (of a piece of writing); space occupied on a printed page
片段,piànduàn,fragment (of speech etc); extract (from book etc); episode (of story etc)
片子,piānzi,film; movie; film reel; phonograph record
骗人,piànrén,to cheat sb; a scam
飘,piāo,to float
票房,piàofáng,box office
漂,piāo,to float; to drift; to bleach; elegant
撇,piē,to cast away; to fling aside; to throw; to cast
拼搏,pīnbó,to struggle; to wrestle
拼命,pīnmìng,to do one's utmost; with all one's might; at all costs; (to work or fight) as if one's life depends on it
贫富,pínfù,poor and rich
贫穷,pínqióng,poor; impoverished
频率,pínlǜ,frequency
频频,pínpín,repeatedly; again and again; continuously; constantly
品尝,pǐncháng,to taste a small amount; to sample
品德,pǐndé,moral character
品位,pǐnwèi,rank; grade; quality; (aesthetic) taste
品行,pǐnxíng,behavior; moral conduct
聘,pìn,to engage (a teacher etc); to hire; to betroth; betrothal gift
聘任,pìnrèn,to appoint (to a position); appointed
聘用,pìnyòng,to employ; to hire
乒乓球,pīngpāngqiú,table tennis; ping-pong; table tennis ball
平常心,píngchángxīn,levelheadedness; calmness; equanimity
平淡,píngdàn,flat; dull; ordinary; nothing special
平和,pínghé,gentle; mild; moderate
平价,píngjià,reasonably priced; inexpensive; to keep prices down; (currency exchange) parity
平面,píngmiàn,plane (flat surface); print media
平民,píngmín,ordinary people; commoner; civilian
平日,píngrì,ordinary day; everyday; ordinarily; usually
平息,píngxī,to settle (a dispute); to quieten down; to suppress
评定,píngdìng,to evaluate; to make one's judgment
评论员,pínglùnyuán,commentator
评判,píngpàn,to judge (a competition); to appraise
评审,píngshěn,to appraise; to evaluate; to judge
评委,píngwěi,evaluation committee; judging panel; judging panel member; adjudicator (abbr. for 评选委员会委员)
凭借,píngjiè,to rely on; to depend on; by means of; thanks to
凭着,píngzhe,relying on; on the basis of
凭证,píngzhèng,proof; certificate; receipt; voucher
瓶颈,píngjǐng,neck of a bottle; (fig.) bottleneck; problem that impedes progress
萍水相逢,píngshuǐxiāngféng,strangers coming together by chance (idiom)
颇,Pō,rather; quite; considerably; oblique
迫不及待,pòbùjídài,impatient (idiom); in a hurry; itching to get on with it
迫害,pòhài,to persecute
迫使,pòshǐ,to force; to compel
破案,pòàn,to solve a case; shabby old table
破除,pòchú,to eliminate; to do away with; to get rid of
破解,pòjiě,to break (a bond constraint etc); to explain; to unravel; to decipher
破旧,pòjiù,shabby
破裂,pòliè,to burst; to rupture; (of a relationship etc) to break down
破灭,pòmiè,to be shattered; to be annihilated (of hope illusions etc)
破碎,pòsuì,to smash to pieces; to shatter
魄力,pòlì,courage; daring; boldness; resolution
泼冷水,pōlěngshuǐ,to pour cold water on; (fig.) to dampen sb's enthusiasm
扑克,pūkè,poker (game) (loanword); playing cards
扑面而来,pūmiànérlái,lit. sth hits one in the face; directly in one's face; sth assaults the senses; blatant (advertising)
菩萨,Púsà,Bodhisattva (Buddhism)
朴实,pǔshí,plain; simple; guileless; down-to-earth
朴素,pǔsù,plain and simple; unadorned; simple living; not frivolous
普通人,pǔtōngrén,ordinary person; private citizen; people; the person in the street
谱,pǔ,chart; list; table; register
铺路,pūlù,to pave (with paving stones); to lay a road; (fig.) to lay the groundwork (for sth); to give a present to sb to ensure success
瀑布,pùbù,waterfall
曝光,bàoguāng,to expose (photography); (fig.) to expose (a scandal); (advertising) exposure
七嘴八舌,qīzuǐbāshé,lively discussion with everybody talking at once
沏,qī,to steep (tea)
凄凉,qīliáng,mournful; miserable; desolate (place)
期盼,qīpàn,to expect; to await
欺骗,qīpiàn,to deceive; to cheat
欺诈,qīzhà,to cheat
漆,qī,paint; lacquer; to paint (furniture walls etc)
齐心协力,qíxīnxiélì,to work with a common purpose (idiom); to make concerted efforts; to pull together; to work as one
其后,qíhòu,next; later; after that
其间,qíjiān,in between; within that interval; in the meantime
奇花异草,qíhuāyìcǎo,very rarely seen; unusual (idiom)
奇迹,qíjì,miracle; miraculous; wonder; marvel
奇特,qítè,peculiar; unusual; queer
歧视,qíshì,to discriminate against; discrimination
祈祷,qídǎo,to pray; to say one's prayers; prayer
棋,qí,chess; chess-like game; a game of chess; chess piece
棋子,qízǐ,chess piece; (fig.) a pawn (used by others for their own purposes)
旗袍,qípáo,Chinese-style dress; cheongsam
旗帜,qízhì,ensign; flag
乞丐,qǐgài,beggar
乞求,qǐqiú,to beg
乞讨,qǐtǎo,to beg; to go begging
岂有此理,qǐyǒucǐlǐ,how can this be so? (idiom); preposterous; ridiculous; absurd
启迪,qǐdí,to edify; enlightenment
启蒙,qǐméng,to instruct the young; to instruct the young; to initiate; to awake sb from ignorance
启示,qǐshì,to reveal; to enlighten; enlightenment; revelation
起步,qǐbù,to set out; to set in motion; the start (of some activity)
起草,qǐcǎo,to make a draft; to draw up (plans)
起程,qǐchéng,to set out; to leave
起初,qǐchū,originally; at first; at the outset
起伏,qǐfú,to move up and down; to undulate; ups and downs
起劲,qǐjìn,energetic; vigorous; enthusiastic
起跑线,qǐpǎoxiàn,the starting line (of a race); scratch line (in a relay race)
起源,qǐyuán,origin; to originate; to come from
气愤,qìfèn,indignant; furious
气管,qìguǎn,windpipe; trachea; respiratory tract; air duct
气馁,qìněi,to be discouraged
气派,qìpài,impressive; stylish; magnificent; imposing manner
气泡,qìpào,bubble; blister (in metal); (of beverages) sparkling; carbonated
气魄,qìpò,spirit; boldness; positive outlook; imposing attitude
气势,qìshì,imposing manner; loftiness; grandeur; energetic looks
气味,qìwèi,odor; scent
气息,qìxī,breath; smell; odor; flavor
气质,qìzhì,temperament; personality traits; manners
迄今,qìjīn,so far; to date; until now
迄今为止,qìjīnwéizhǐ,so far; up to now; still (not)
契机,qìjī,opportunity; turning point; juncture
契约,qìyuē,agreement; contract
器材,qìcái,equipment; material
器械,qìxiè,apparatus; instrument; equipment; weapon
掐,qiā,to pick (flowers); to pinch; to nip; to pinch off
恰到好处,qiàdàohǎochù,it's just perfect; it's just right
恰恰相反,qiàqiàxiāngfǎn,just the opposite
恰巧,qiàqiǎo,by chance; as chance would have it
恰如其分,qiàrúqífèn,(idiom) appropriate; apt; just right
洽谈,qiàtán,to discuss
千变万化,qiānbiànwànhuà,countless changes; constant permutation
千方百计,qiānfāngbǎijì,lit. thousand ways; a hundred plans (idiom); by every possible means
千家万户,qiānjiāwànhù,every family (idiom)
千军万马,qiānjūnwànmǎ,magnificent army with thousands of men and horses (idiom); impressive display of manpower; all the King's horses and all the King's men
千钧一发,qiānjūnyīfà,a thousand pounds hangs by a thread (idiom); imminent peril; a matter of life or death
迁,qiān,to move; to shift; to change (a position or location etc); to promote
迁就,qiānjiù,to yield; to adapt to; to accommodate to (sth)
迁移,qiānyí,to migrate; to move
牵扯,qiānchě,to involve; to implicate; to be interrelated
牵挂,qiānguà,to worry about; to be concerned about
牵涉,qiānshè,to involve; implicated
牵头,qiāntóu,to lead (an animal by the head); to take the lead; to coordinate (a combined operation); to mediate
牵制,qiānzhì,to control; to curb; to restrict; to impede
铅,qiān,lead (chemistry)
谦逊,qiānxùn,humble; modest; unpretentious; modesty
签署,qiānshǔ,to sign (an agreement)
前辈,qiánbèi,senior; older generation; precursor
前不久,qiánbùjiǔ,not long ago; not long before
前赴后继,qiánfùhòujì,to advance dauntlessly in wave upon wave (idiom)
前期,qiánqī,preceding period; early stage
前任,qiánrèn,predecessor; ex-; former; ex (spouse etc)
前所未有,qiánsuǒwèiyǒu,unprecedented
前台,qiántái,stage; proscenium; foreground in politics etc (sometimes derog.); front desk
前无古人,qiánwúgǔrén,(idiom) unprecedented; unheard of
前夕,qiánxī,eve; the day before
前线,qiánxiàn,front line; military front; workface; cutting edge
前沿,qiányán,front-line; forward position; outpost; extending ahead
前仰后合,qiányǎnghòuhé,to sway to and fro; to rock back and forth
前者,qiánzhě,the former
虔诚,qiánchéng,pious; devout; sincere
钱财,qiáncái,wealth; money
钳子,qiánzi,pliers; pincers; tongs; forceps
潜能,qiánnéng,potential; hidden capability
潜水,qiánshuǐ,to dive; to go under water; (in an online forum) to lurk
潜艇,qiántǐng,submarine
潜移默化,qiányímòhuà,imperceptible influence; to influence secretly
潜在,qiánzài,hidden; potential; latent
谴责,qiǎnzé,to denounce; to condemn; to criticize; condemnation
欠缺,qiànquē,to be deficient in; lapse; deficiency
欠条,qiàntiáo,IOU; certificate of indebtedness
歉意,qiànyì,apology; regret
呛,qiāng,to choke (because of swallowing the wrong way); to irritate the nose; to choke (of smoke smell etc); pungent
枪毙,qiāngbì,to execute by firing squad; to shoot dead; fig. to discard; to get rid of
腔,qiāng,(bound form) cavity; tune; accent (in one's speech); (old) (classifier for carcasses of slaughtered livestock)
强加,qiángjiā,to impose; to force upon
强劲,qiángjìng,strong; powerful; robust
强项,qiángxiàng,key strength; strong suit; specialty
强行,qiángxíng,to do sth by force
强硬,qiángyìng,tough; unyielding; hard-line
强占,qiángzhàn,to occupy by force
强制,qiángzhì,to force; to compel; to coerce; forced
抢夺,qiǎngduó,to plunder; to pillage; to forcibly take
抢劫,qiǎngjié,to rob; looting
抢眼,qiǎngyǎn,eye-catching
敲边鼓,qiāobiāngǔ,to back sb up; to support sb in an argument; (lit. to beat nearby drum)
敲诈,qiāozhà,to rip off; to extort (money); extortion; blackmail
乔装,qiáozhuāng,to pretend; to feign; to disguise oneself
瞧不起,qiáobùqǐ,to look down upon; to hold in contempt
巧合,qiǎohé,coincidence; coincidental; to coincide
窍门,qiàomén,a trick; an ingenious method; know-how; the knack (of doing sth)
翘,qiào,to stick up; to turn up; to warp
撬,qiào,to lift; to pry open; to lever open
且,qiě,and; moreover; yet; for the time being
切除,qiēchú,to excise; to cut out (a tumor)
切断,qiēduàn,to cut off; to sever
切割,qiēgē,to cut
切身,qièshēn,direct; concerning oneself; personal
窃取,qièqǔ,to steal (usu. private information intellectual property etc)
亲和力,qīnhélì,(personal) warmth; approachability; accessibility; (in a product) user friendliness
亲近,qīnjìn,intimate; to get close to
亲朋好友,qīnpénghǎoyǒu,friends and family; kith and kin
亲戚,qīnqi,a relative (i.e. family relation)
亲情,qīnqíng,affection; family love; love; esp. within a married couple or between parents and children
亲热,qīnrè,affectionate; intimate; warmhearted; to show affection for
亲身,qīnshēn,personal; oneself
亲生,qīnshēng,one's own (child) (i.e. one's child by birth); biological (parents); birth (parents)
亲手,qīnshǒu,personally; with one's own hands
亲友,qīnyǒu,friends and relatives
侵略,qīnlu:è,to invade; invasion
侵害,qīnhài,to encroach on; to infringe on
侵权,qīnquán,to infringe the rights of; to violate; infringement
侵占,qīnzhàn,to invade and occupy (territory)
钦佩,qīnpèi,to admire; to look up to; to respect sb greatly
勤工俭学,qíngōngjiǎnxué,to work part time while studying; work-study program
勤快,qínkuài,diligent; hardworking
勤劳,qínláo,hardworking; industrious; diligent
寝室,qǐnshì,bedroom; dormitory
青春期,qīngchūnqī,puberty; adolescence
青蛙,qīngwā,frog; (old) (slang) ugly guy
轻而易举,qīngéryìjǔ,easy; with no difficulty
轻蔑,qīngmiè,scornful; disdainful; contemptuous; pejorative
轻微,qīngwēi,slight; light; trivial; to a small extent
轻型,qīngxíng,light (machinery aircraft etc)
倾家荡产,qīngjiādàngchǎn,to lose a family fortune (idiom)
倾诉,qīngsù,to say everything (that is on one's mind)
倾听,qīngtīng,to listen attentively
倾销,qīngxiāo,to dump (goods products)
倾斜,qīngxié,to incline; to lean; to slant; to slope
清除,qīngchú,to clear away; to eliminate; to get rid of
清脆,qīngcuì,sharp and clear; crisp; melodious; ringing
清单,qīngdān,list of items
清淡,qīngdàn,light (of food not greasy or strongly flavored); insipid; slack (sales)
清静,qīngjìng,quiet; peaceful and quiet
清凉,qīngliáng,cool; refreshing; (of clothing) skimpy; revealing
清明,Qīngmíng,Qingming or Pure Brightness; 5th of the 24 solar terms 二十四节气 5th-19th April; Pure Brightness Festival or Tomb Sweeping Day (in early April); clear and bright; sober and calm
清晰,qīngxī,clear; distinct
清新,qīngxīn,fresh; refreshing; clean
清真寺,qīngzhēnsì,mosque
情,qíng,feeling; emotion; passion; situation
情报,qíngbào,information; intelligence
情不自禁,qíngbùzìjīn,unable to restrain emotions; cannot help
情调,qíngdiào,sentiment; tone and mood; taste
情怀,qínghuái,feelings; mood
情结,qíngjié,complex (psychology)
情侣,qínglǚ,sweethearts; lovers
情人,qíngrén,lover; sweetheart
情谊,qíngyì,friendship; camaraderie
情愿,qíngyuàn,willingness; would rather (agree to X than Y)
请柬,qǐngjiǎn,invitation card; written invitation
请帖,qǐngtiě,invitation card; written invitation
庆典,qìngdiǎn,celebration
庆贺,qìnghè,to congratulate; to celebrate
庆幸,qìngxìng,to rejoice; to be glad
丘陵,qiūlíng,hills
囚犯,qiúfàn,prisoner; convict
求婚,qiúhūn,to propose marriage
求救,qiújiù,to seek help (when in distress or having difficulties)
求学,qiúxué,to seek knowledge; to study; to attend college
求医,qiúyī,to seek medical treatment; to see a doctor
求证,qiúzhèng,to seek proof; to seek confirmation
求助,qiúzhù,to request help; to appeal (for help)
曲,qū,bent; crooked; wrong; tune
曲线,qūxiàn,curve; curved line; indirect; in a roundabout way
曲折,qūzhé,winding; (fig.) complicated
驱动,qūdòng,to drive; to propel; drive (vehicle wheel); drive mechanism (tape or disk)
驱逐,qūzhú,to expel; to deport; banishment
屈服,qūfú,to surrender; to succumb; to yield; (as a transitive verb) to defeat
趋于,qūyú,to tend towards
取代,qǔdài,to replace; to supersede; to supplant; (chemistry) substitution
取缔,qǔdì,to suppress; to crack down on; to prohibit
取而代之,qǔérdàizhī,(idiom) to replace; to supersede; to take its (or her etc) place
取经,qǔjīng,to journey to India on a quest for the Buddhist scriptures; to learn by studying another's experience
取决于,qǔjuéyú,to hinge on; to be decided by; to depend on
取暖,qǔnuǎn,to warm oneself (by a fire etc)
取胜,qǔshèng,to score a victory; to prevail over one's opponents
取笑,qǔxiào,to tease; to make fun of
娶,qǔ,to take a wife; to marry (a woman)
去除,qùchú,to remove; to dislodge
去处,qùchù,place; destination
去向,qùxiàng,direction in which sb or sth has gone; whereabouts
趣味,qùwèi,fun; interest; delight; taste
圈套,quāntào,trap; snare; trick
圈子,quānzi,circle; ring; (social) circle
全程,quánchéng,the whole distance; from beginning to end
全方位,quánfāngwèi,all around; omnidirectional; complete; holistic
全局,quánjú,overall situation
全力以赴,quánlìyǐfù,to do at all costs; to make an all-out effort
全能,quánnéng,omnipotent; all-round; strong in every area
全文,quánwén,entire text; full text
全心全意,quánxīnquányì,heart and soul; wholeheartedly
全长,quáncháng,overall length; span
权衡,quánhéng,to consider; to weigh (a matter); to balance (pros and cons)
权威,quánwēi,authority; authoritative; power and prestige
权益,quányì,rights; interests; rights and benefits
拳,quán,fist; boxing
拳头,quántou,fist; clenched fist; competitive (product)
劝告,quàngào,to advise; to urge; to exhort; exhortation
劝说,quànshuō,to persuade; persuasion; to advise
劝阻,quànzǔ,to advise against; to dissuade
缺口,quēkǒu,nick; jag; gap; shortfall
缺失,quēshī,lack; deficiency; shortcoming; flaw
缺席,quēxí,to be absent
确切,quèqiè,definite; exact; precise
确信,quèxìn,to be convinced; to be sure; to firmly believe; to be positive that
确凿,quèzáo,definite; conclusive; undeniable; authentic
确诊,quèzhěn,to make a definite diagnosis; confirmed (case of a specific disease)
燃放,ránfàng,to light; to set off (firecrackers etc)
燃气,ránqì,fuel gas (coal gas natural gas methane etc)
燃油,rányóu,fuel oil
嚷,rǎng,to shout; to bellow; to make a big deal of sth; to make a fuss about sth
让步,ràngbù,to concede; to give in; to yield; a concession
饶,ráo,rich; abundant; exuberant; to add for free
饶恕,ráoshù,to forgive; to pardon; to spare
扰乱,rǎoluàn,to disturb; to perturb; to harass
绕行,ràoxíng,to take a circular (or circuitous) route; to do a circuit; (of a planet) to orbit; (of a sailor) to circumnavigate
惹,rě,to provoke; to irritate; to vex; to stir up
热潮,rècháo,upsurge; popular craze
热带,rèdài,the tropics; tropical
热气,rèqì,steam; heat
热气球,rèqìqiú,hot air balloon
热腾腾,rèténgténg,steaming hot; (fig.) bustling; hectic; (fig.) excited
热衷,rèzhōng,to feel strongly about; to be fond of; obsession; deep commitment
人次,réncì,person-times; visits; classifier for number of people participating
人道,réndào,human sympathy; humanitarianism; humane; the 'human way'; one of the stages in the cycle of reincarnation (Buddhism)
人格,réngé,personality; integrity; dignity
人工智能,réngōngzhìnéng,artificial intelligence (AI)
人均,rénjūn,per capita
人品,rénpǐn,moral standing; moral quality; character; personality
人气,rénqì,popularity; personality; character
人情,rénqíng,human emotions; social relationship; friendship; favor
人身,rénshēn,person; personal; human body
人事,rénshì,personnel; human resources; human affairs; ways of the world
人手,rénshǒu,manpower; staff; human hand
人体,réntǐ,human body
人为,rénwéi,artificial; man-made; having human cause or origin; human attempt or effort
人文,rénwén,humanities; human affairs; culture
人行道,rénxíngdào,sidewalk
人性,rénxìng,human nature; humanity; human; the totality of human attributes
人选,rénxuǎn,choice of person; candidate
人缘儿,rényuánr,relations with other people
人造,rénzào,man-made; artificial; synthetic
人质,rénzhì,hostage
仁慈,réncí,benevolent; charitable; kind; kindly
忍饥挨饿,rěnjīáiè,starving; famished
忍耐,rěnnài,to endure; to bear with; to exercise patience; to restrain oneself
忍心,rěnxīn,to have the heart to do sth; to steel oneself to a task
认错,rèncuò,to admit an error; to acknowledge one's mistake
认证,rènzhèng,to authenticate; to approve
认知,rènzhī,cognition; cognitive; understanding; perception
任命,rènmìng,to appoint; (job) appointment
任期,rènqī,term of office; tenure (entire period in office)
任人宰割,rènrénzǎigē,to get trampled on (idiom); to be taken advantage of
任意,rènyì,any; arbitrary; at will; at random
任职,rènzhí,to hold a post; to take office
韧性,rènxìng,toughness
日程,rìchéng,schedule; itinerary
日复一日,rìfùyīrì,day after day
日后,rìhòu,sometime; someday (in the future)
日前,rìqián,the other day; a few days ago
日趋,rìqū,(increasing) day by day; (more critical) with every passing day; gradually
日新月异,rìxīnyuèyì,daily renewal; monthly change (idiom); every day sees new developments; rapid progress
日益,rìyì,day by day; more and more; increasingly; more and more with each passing day
荣获,rónghuò,be honored with
荣幸,róngxìng,honored (to have the privilege of ...)
荣誉,róngyù,honor; credit; glory; (honorable) reputation
容光焕发,róngguānghuànfā,face glowing (idiom); looking radiant; all smiles
容量,róngliàng,capacity; volume; quantitative (science)
容纳,róngnà,to hold; to contain; to accommodate; to tolerate (different opinions)
容忍,róngrěn,to put up with; to tolerate
容许,róngxǔ,to permit; to allow
容颜,róngyán,mien; complexion
溶解,róngjiě,to dissolve
融,róng,to melt; to thaw; to blend; to merge
融化,rónghuà,to melt; to thaw; to dissolve; to blend into
融洽,róngqià,harmonious; friendly relations; on good terms with one another
冗长,rǒngcháng,long and tedious; redundant; superfluous; supernumerary
柔和,róuhé,gentle; soft
柔软,róuruǎn,soft
揉,róu,to knead; to massage; to rub
如果说,rúguǒshuō,if; if one were to say
如实,rúshí,as things really are; realistic
如意,rúyì,as one wants; according to one's wishes; ruyi scepter; a symbol of power and good fortune
如愿以偿,rúyuànyǐcháng,to have one's wish fulfilled
如醉如痴,rúzuìrúchī,lit. as if drunk and stupefied (idiom); intoxicated by sth; obsessed with; mad about sth
儒家,Rújiā,Confucian school; founded by Confucius 子 (551-479 BC) and Mencius 子 (c. 372-c. 289 BC)
儒学,Rúxué,Confucianism
入场,rùchǎng,to enter the venue for a meeting; to enter into an examination; to enter a stadium; arena etc
入场券,rùchǎngquàn,admission ticket
入境,rùjìng,to enter a country
入侵,rùqīn,to invade
入手,rùshǒu,to begin (with ...) (typically used in a structure such as 从 + {noun} + 手: 'to begin with {noun}; to take {noun} as one's starting point'); to receive; to obtain
入选,rùxuǎn,to be included among those selected for
软弱,ruǎnruò,weak; feeble; flabby
软实力,ruǎnshílì,soft power (in international relations)
瑞雪,ruìxuě,timely snow
润,rùn,moist; glossy; sleek; to moisten
若干,ruògān,a certain number or amount; how many?; how much?
弱点,ruòdiǎn,weak point; failing
弱势,ruòshì,vulnerable; weak
撒,sā,to let go; to cast; to let loose; to discharge
撒谎,sāhuǎng,to tell lies
赛车,sàichē,auto race; cycle race; race car
赛跑,sàipǎo,race (running); to race (running)
三番五次,sānfānwǔcì,over and over again (idiom)
三角,sānjiǎo,triangle
三维,sānwéi,three-dimensional; 3D
散布,sànbù,to disseminate
散发,sànfā,to distribute; to emit; to issue
桑拿,sāngná,sauna (loanword)
嗓子,sǎngzi,throat; voice
丧生,sàngshēng,to die; to lose one's life
骚乱,sāoluàn,disturbance; riot; to create a disturbance
骚扰,sāorǎo,to disturb; to cause a commotion; to harass
扫除,sǎochú,to sweep; to clean with a brush; to sweep away (often fig.)
扫描,sǎomiáo,to scan
扫墓,sǎomù,to sweep a grave (and pay one's respects to the dead person)
扫兴,sǎoxìng,to spoil things; to dampen spirits; to feel deflated; to be dispirited
嫂子,sǎozi,(coll.) older brother's wife; sister-in-law
僧人,sēngrén,monk
杀害,shāhài,to murder
杀手,shāshǒu,killer; murderer; hit man; (sports) formidable player
沙龙,shālóng,salon (loanword)
沙滩,shātān,beach; sandy shore
纱,shā,cotton yarn; muslin
刹车,shāchē,to brake (when driving); to stop; to switch off; to check (bad habits)
砂糖,shātáng,granulated sugar
鲨鱼,shāyú,shark
傻瓜,shǎguā,idiot; fool
筛,shāi,(bound form) a sieve; to sieve; to sift; to filter
筛选,shāixuǎn,to filter
晒太阳,shàitàiyáng,to be in the sun (getting warm or sunbathing etc); to put sth in the sun (e.g. to dry it)
山川,shānchuān,mountains and rivers; landscape
山顶,shāndǐng,hilltop
山冈,shāngāng,mound; small hill
山岭,shānlǐng,mountain ridge
山路,shānlù,mountain road
山寨,shānzhài,fortified hill village; mountain stronghold (esp. of bandits); (fig.) knockoff (goods); counterfeit
删,shān,to delete
