Chinese (Simpl.),Pinyin,English
阵,zhèn,classifier for a burst/spell (of wind etc); battle formation
振动,zhèndòng,to vibrate; to shake; vibration
争论,zhēnglùn,to argue; to debate; to contend; argument
争取,zhēngqǔ,to fight for; to strive for; to win over
征求,zhēngqiú,to solicit; to seek; to request (opinions feedback etc); to petition
挣钱,zhèngqián,to make money
睁,zhēng,to open (one's eyes)
整个,zhěnggè,whole; entire; total
整体,zhěngtǐ,whole entity; entire body; synthesis; as a whole (situation construction team etc)
正,zhèng,straight; upright; correct; main
证件,zhèngjiàn,certificate; papers; credentials; document
证据,zhèngjù,evidence; proof; testimony
政策,zhèngcè,policy
政府,zhèngfǔ,government
政治,zhèngzhì,politics; political
支,zhī,to support; to sustain; to erect; to raise
支票,zhīpiào,check (bank); cheque
执行,zhíxíng,to implement; to carry out; to execute; to run
执照,zhízhào,license; permit
直,zhí,straight; to straighten; direct
指导,zhǐdǎo,to guide; to give directions; to direct; to coach
指挥,zhǐhuī,to conduct; to command; to direct; conductor (of an orchestra)
至今,zhìjīn,so far; to this day; until now
至于,zhìyú,as for; as to; to go so far as to
制定,zhìdìng,to draw up; to formulate
制度,zhìdù,system (e.g. political adminstrative etc); institution
制作,zhìzuò,to make; to manufacture
治疗,zhìliáo,to treat (an illness); medical treatment; therapy
秩序,zhìxù,order (orderly); order (sequence); social order; the state (of society)
智慧,zhìhuì,wisdom; knowledge; intelligent; intelligence
中介,zhōngjiè,to act as intermediary; to link; intermediate; inter-
中心,zhōngxīn,center; heart; core
中旬,zhōngxún,middle third of a month
钟,zhōng,clock; bell; o'clock
重,zhòng,heavy; weight
重复,chóngfù,to repeat; to duplicate
重量,zhòngliàng,weight
周到,zhōudào,thoughtful; considerate; attentive; thorough
竹子,zhúzi,bamboo
逐步,zhúbù,progressively; step by step
主持,zhǔchí,to take charge of; to manage or direct; to preside over; to uphold
主观,zhǔguān,subjective
主人,zhǔrén,master; host; owner
主席,zhǔxí,chairperson; premier; chairman
主张,zhǔzhāng,to advocate; to stand for; view; position
煮,zhǔ,to cook; to boil
嘱咐,zhǔfù,to tell; to exhort; injunction
注册,zhùcè,to register; to enroll
祝福,zhùfú,blessings; to wish sb well
抓紧,zhuājǐn,to keep a firm grip on; to pay close attention to; to lose no time in (doing sth)
专家,zhuānjiā,expert; specialist
专心,zhuānxīn,to focus one's attention; to concentrate on (doing sth)
转变,zhuǎnbiàn,to change; to transform; shift; transformation
转告,zhuǎngào,to pass on; to communicate; to transmit
装,zhuāng,to install; to pack; to pretend; clothing
装饰,zhuāngshì,to decorate; decoration; decorative; ornamental
状况,zhuàngkuàng,condition; state; situation
状态,zhuàngtài,condition; state; state of affairs
追求,zhuīqiú,to pursue (a goal etc) stubbornly; to seek after; to woo
咨询,zīxún,to consult; to seek advice; consultation; (sales) inquiry (formal)
姿势,zīshì,posture; position
资格,zīgé,qualifications; seniority
资金,zījīn,funds; capital
资料,zīliào,material; resources; data; information
资源,zīyuán,resource; natural resource
紫,zǐ,purple; violet
字幕,zìmù,caption; subtitle
自从,zìcóng,since (a time); ever since
自动,zìdòng,automatic; voluntarily
自豪,zìháo,proud (of one's achievements etc)
自觉,zìjué,conscious; aware; on one's own initiative; conscientious
自私,zìsī,selfish; selfishness
自信,zìxìn,to have confidence in oneself; self-confidence
自由,zìyóu,freedom; liberty; free; unrestricted
自愿,zìyuàn,voluntary
宗教,zōngjiào,religion
综合,zōnghé,comprehensive; composite; synthesized; mixed
总裁,zǒngcái,chairman; director-general (of a company etc)
总共,zǒnggòng,altogether; in sum; in all; in total
总理,zǒnglǐ,premier; prime minister
总算,zǒngsuàn,at long last; finally; on the whole
总统,zǒngtǒng,president (of a country)
总之,zǒngzhī,in a word; in short; in brief
阻止,zǔzhǐ,to prevent; to block
组合,zǔhé,to assemble; to combine; to compose; combination
祖国,zǔguó,motherland
祖先,zǔxiān,ancestors; forebears; (biology) ancestral species; ancient species from which present-day species evolved
最初,zuìchū,first; primary; initial; original
罪犯,zuìfàn,criminal
醉,zuì,intoxicated
尊敬,zūnjìng,to respect; to revere; to esteem; honorable
遵守,zūnshǒu,to comply with; to abide by; to respect (an agreement)
作品,zuòpǐn,work (of art); opus
作为,zuòwéi,one's conduct; deed; activity; accomplishment
作文,zuòwén,to write an essay; composition (student essay)
