Chinese (Simpl.),Pinyin,English
非凡,fēifán,out of the ordinary; unusually (good talented etc)
非金属,fēijīnshǔ,nonmetal (chemistry)
绯闻,fēiwén,sex scandal
肥料,féiliào,fertilizer; manure
肥胖,féipàng,fat; obese
肥沃,féiwò,fertile
肥皂,féizào,soap
诽谤,fěibàng,to slander; to libel
废,fèi,to abolish; to abandon; to abrogate; to discard
废除,fèichú,to abolish; to abrogate; to repeal
废话,fèihuà,nonsense; rubbish; superfluous words; You don't say!
废品,fèipǐn,production rejects; seconds; scrap; discarded material
废寝忘食,fèiqǐnwàngshí,to neglect sleep and forget about food (idiom); to skip one's sleep and meals; to be completely wrapped up in one's work
废物,fèiwù,rubbish; waste material; useless person
废墟,fèixū,ruins
沸沸扬扬,fèifèiyángyáng,bubbling and gurgling; hubbubing; abuzz
沸腾,fèiténg,(of a liquid) to boil; (of sentiments etc) to boil over; to flare up; to be impassioned
费劲,fèijìn,to require effort; strenuous
分辨,fēnbiàn,to distinguish; to differentiate; to resolve
分寸,fēncun,propriety; appropriate behavior; proper speech or action; within the norms
分担,fēndān,to share (a burden a cost a responsibility)
分割,fēngē,to cut up; to break up
分红,fēnhóng,dividend; to award a bonus
分化,fēnhuà,to split apart; differentiation
分量,fēnliàng,(vector) component; quantity; weight; measure
分泌,fēnmì,to secrete; secretion
分明,fēnmíng,clear; distinct; evidently; clearly
分歧,fēnqí,divergent; difference (of opinion position); disagreement; (math.) bifurcation
分外,fènwài,exceptionally; not one's responsibility or job
分赃,fēnzāng,to share the booty; to divide ill-gotten gains
分支,fēnzhī,branch (of company river etc); to branch; to diverge; to ramify
吩咐,fēnfù,to tell; to instruct; to command
芬芳,fēnfāng,perfume; fragrant
氛围,fēnwéi,ambience; atmosphere
坟,fén,grave; tomb; embankment; mound
坟墓,fénmù,grave; tomb
焚烧,fénshāo,to burn; to set on fire
粉,fěn,powder; cosmetic face powder; food prepared from starch; noodles or pasta made from any kind of flour
粉丝,fěnsī,bean vermicelli; mung bean starch noodles; Chinese vermicelli; cellophane noodles
粉碎,fěnsuì,to crush; to smash; to shatter
份额,fèné,share; portion
奋力,fènlì,to do everything one can; to spare no effort; to strive
奋勇,fènyǒng,dauntless; to summon up courage and determination; using extreme force of will
粪,fèn,manure; dung
粪便,fènbiàn,excrement; feces; night soil
丰富多彩,fēngfùduōcǎi,richly colorful
丰厚,fēnghòu,generous; ample
丰满,fēngmǎn,full; ample; well-rounded; plump
丰盛,fēngshèng,rich; sumptuous
丰硕,fēngshuò,plentiful; substantial; rich (in resources etc)
风波,fēngbō,disturbance; crisis; disputes; restlessness
风采,fēngcǎi,svelte; elegant manner; graceful bearing
风餐露宿,fēngcānlùsù,lit. to eat in the open air and sleep outdoors (idiom); fig. to rough it
风范,fēngfàn,air; manner; model; paragon
风风雨雨,fēngfēngyǔyǔ,trials and tribulations; ups and downs
风和日丽,fēnghérìlì,moderate wind; beautiful sun (idiom); fine sunny weather; esp. in springtime
风浪,fēnglàng,wind and waves; rough waters; (fig.) hardship
风力,fēnglì,wind force; wind power
风流,fēngliú,distinguished and accomplished; outstanding; talented in letters and unconventional in lifestyle; romantic
风貌,fēngmào,style; manner; ethos
风气,fēngqì,general mood; atmosphere; common practice
风情,fēngqíng,mien; bearing; grace; amorous feelings
风趣,fēngqù,charm; humor; wit; humorous
风沙,fēngshā,sand blown by wind; sandstorm
风尚,fēngshàng,current custom; current way of doing things
风水,fēngshuǐ,feng shui; geomancy
风味,fēngwèi,distinctive flavor; distinctive style
风雨,fēngyǔ,wind and rain; the elements; (fig.) trials and hardships
风云,fēngyún,weather; unstable situation
风筝,fēngzhēng,kite
封顶,fēngdǐng,to put a roof (on a building); to cap the roof (finishing a building project); fig. to put a ceiling (on spending prize ambition etc); to top off
封建,fēngjiàn,system of enfeoffment; feudalism; feudal; feudalistic
封面,fēngmiàn,cover (of a publication)
封锁,fēngsuǒ,to blockade; to seal off; to lock down
疯子,fēngzi,madman; lunatic
峰回路转,fēnghuílùzhuǎn,the mountain road twists around each new peak (idiom); (of a mountain road) twisting and turning; fig. an opportunity has come unexpectedly; things have taken a new turn
蜂蜜,fēngmì,honey
逢,féng,to meet by chance; to come across; (of a calendar event) to come along; (of an event) to fall on (a particular day)
讽刺,fěngcì,to satirize; to mock; irony; satire
凤凰,fènghuáng,phoenix
缝,féng,to sew; to stitch; seam; crack
缝合,fénghé,to sew together; suture (in surgery); to sew up (a wound)
否决,fǒujué,to veto; to overrule
孵化,fūhuà,breeding; to incubate; innovation (esp. in commerce and marketing)
敷,fū,to spread; to lay out; to apply (powder ointment etc); sufficient (to cover)
扶持,fúchí,to help; to assist
服饰,fúshì,apparel; clothing and personal adornment
服务器,fúwùqì,server (computer)
服用,fúyòng,to take (medicine)
俘获,fúhuò,to capture (enemy property or personnel); capture (physics: absorption of subatomic particle by an atom or nucleus)
俘虏,fúlǔ,captive
浮力,fúlì,buoyancy
浮现,fúxiàn,to appear before one's eyes; to come into view; to float into appearance; to come back (of images from the past)
浮躁,fúzào,fickle and impatient; restless; giddy; scatterbrained
福气,fúqi,good fortune; a blessing
辐射,fúshè,radiation
抚摸,fǔmō,to gently caress and stroke; to pet; to fondle
抚恤,fǔxù,(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury
抚养,fǔyǎng,to foster; to bring up; to raise
抚养费,fǔyǎngfèi,child support payment (after a divorce)
斧子,fǔzi,axe; hatchet
俯首,fǔshǒu,to bend one's head
辅导,fǔdǎo,to give guidance; to mentor; to counsel; to coach
腐败,fǔbài,corruption; to corrupt; to rot; rotten
腐化,fǔhuà,to rot; to decay; to become corrupt
腐烂,fǔlàn,to rot; to putrefy; (fig.) corrupt
腐蚀,fǔshí,corrosion; to corrode (degrade chemically); to rot; corruption
腐朽,fǔxiǔ,rotten; decayed; decadent; degenerate
付费,fùfèi,to pay; to cover the costs
付款,fùkuǎn,to pay a sum of money; payment
负面,fùmiàn,negative; the negative side
负有,fùyǒu,to be responsible for
附,fù,to add; to attach; to be close to; to be attached
附带,fùdài,supplementary; incidentally; in parentheses; by chance
附和,fùhè,to agree; to go along with; to echo (what sb says)
附加,fùjiā,additional; annex
附属,fùshǔ,subsidiary; auxiliary; attached; affiliated
复查,fùchá,to check again; to re-examine
复发,fùfā,to recur (of a disease); to reappear; to relapse (into a former bad state)
复合,fùhé,(of people who were estranged) to be reconciled; (of a couple) to get back together; complex; compound
复活,fùhuó,to revive; (lit. and fig.) to come back to life; (religion) resurrection
复兴,fùxīng,to revive; to rejuvenate; renaissance
复原,fùyuán,to restore (sth) to (its) former condition; to recover from illness; recovery
赴,fù,to go; to visit (e.g. another country); to attend (a banquet etc)
副作用,fùzuòyòng,side effect
富含,fùhán,to contain in great quantities; rich in
富豪,fùháo,rich and powerful person
富强,fùqiáng,rich and powerful
富翁,fùwēng,rich person; millionaire; billionaire
富裕,fùyù,prosperous; affluent; well-off
富足,fùzú,rich; plentiful
赋予,fùyǔ,to assign; to entrust (a task); to give; to bestow
腹部,fùbù,abdomen; belly; flank
腹泻,fùxiè,diarrhea; to have the runs
覆盖,fùgài,to cover
改版,gǎibǎn,to revise the current edition; revised edition
改编,gǎibiān,to adapt; to rearrange; to revise
改动,gǎidòng,to alter; to modify; to revise
改革开放,gǎigékāifàng,to reform and open to the outside world; refers to Deng Xiaoping's policies from around 1980
改良,gǎiliáng,to improve (sth); to reform (a system)
改名,gǎimíng,to change one's name
改日,gǎirì,another day; some other day
改为,gǎiwéi,to change into
改邪归正,gǎixiéguīzhèng,to mend one's ways (idiom); to turn over a new leaf
钙,gài,calcium (chemistry)
盖子,gàizi,cover; lid; shell
概况,gàikuàng,general situation; summary
概率,gàilǜ,probability (math.)
概论,gàilùn,outline; introduction; survey; general discussion
甘心,gānxīn,to be willing to; to resign oneself to
肝脏,gānzàng,liver
尴尬,gāngà,awkward; embarrassed
赶赴,gǎnfù,to hurry; to rush
赶往,gǎnwǎng,to hurry to (somewhere)
敢情,gǎnqing,actually; as it turns out; indeed; of course
感,gǎn,to feel; to move; to touch; to affect
感触,gǎnchù,one's thoughts and feelings; emotional stirring; moved; touched
感恩,gǎnēn,to be grateful
感激,gǎnjī,to be grateful; to appreciate; thankful
感慨,gǎnkǎi,to sigh with sorrow; regret etc; rueful; deeply moved
感染,gǎnrǎn,to infect; infection; (fig.) to influence
感染力,gǎnrǎnlì,infectiousness (of a disease); appeal; power; impact (of an image marketing message performance etc)
感叹,gǎntàn,to sigh (with feeling); to lament
感性,gǎnxìng,perception; perceptual; sensibility; sensitive
干部,gànbù,cadre; official; officer; manager
干戈,gāngē,weapons of war; arms
干旱,gānhàn,drought; arid; dry
干事,gànshi,administrator; executive secretary
干燥,gānzào,to dry (of weather paint cement etc); desiccation; dull; uninteresting
刚毅,gāngyì,resolute; steadfast; stalwart
杠铃,gànglíng,barbell
纲领,gānglǐng,program (i.e. plan of action); guiding principle
纲要,gāngyào,outline; essential points
缸,gāng,jar; vat; classifier for loads of laundry
钢,gāng,steel
港,gǎng,harbor; port (also abbr. for Hong Kong 香港)
高昂,gāoáng,to hold (one's head) high; expensive; high (spirits etc)
高傲,gāoào,arrogant; haughty; proud
高超,gāochāo,excellent; superlative
高低,gāodī,height; altitude (aviation); pitch (music); ups and downs (success or failure)
高调,gāodiào,high-sounding speech; bombast; high-profile
高额,gāoé,high quota; large amount
高尔夫球,gāoěrfūqiú,golf; golf ball
高峰期,gāofēngqī,peak period; rush hour
高贵,gāoguì,grandeur; noble
高空,gāokōng,high altitude
高龄,gāolíng,elderly
高明,gāomíng,brilliant; wise; superior
高山,gāoshān,high mountain; alpine mountain
高效,gāoxiào,efficient; highly effective
高新技术,gāoxīnjìshù,high tech; high technology
高血压,gāoxuèyā,high blood pressure; hypertension
高压,gāoyā,high pressure; high-handed
高雅,gāoyǎ,dainty; elegance; elegant
高涨,gāozhǎng,to surge up; to rise; (of tensions etc) to run high
搞鬼,gǎoguǐ,to make mischief; to play tricks
搞笑,gǎoxiào,to get people to laugh; funny; hilarious
告,gào,to say; to tell; to announce; to report
告辞,gàocí,to say goodbye; to take one's leave
告诫,gàojiè,to warn; to admonish
告示,gàoshi,announcement
告知,gàozhī,to inform
告状,gàozhuàng,to tell on sb; to complain (to a teacher a superior etc); to bring a lawsuit
戈壁,Gēbì,Gobi (desert)
胳膊,gēbo,arm
鸽子,gēzi,pigeon; dove; various birds of the family Columbidae
割,gē,to cut; to cut apart
搁,gē,to place; to put aside; to shelve; to bear
搁浅,gēqiǎn,to be stranded (of ship); to run aground; fig. to run into difficulties and stop
搁置,gēzhì,to shelve; to set aside
歌剧,gējù,Western opera
歌颂,gēsòng,to sing the praises of; to extol; to eulogize
歌舞,gēwǔ,singing and dancing
歌咏,gēyǒng,to sing
革命,gémìng,revolution; revolutionary; to revolt
格,gé,square; frame; rule; (legal) case
格格不入,gégébùrù,(idiom) inharmonious; incompatible
格局,géjú,structure; pattern; layout
格式,géshì,form; specification; format
隔阂,géhé,misunderstanding; estrangement; (language etc) barrier
隔离,gélí,to separate; to isolate
个案,gèàn,individual case; special case
个头儿,gètóur,size; height; stature
各奔前程,gèbènqiánchéng,each goes his own way (idiom); each person has his own life to lead
各式各样,gèshìgèyàng,(of) all kinds and sorts; various
根基,gēnjī,foundation
根深蒂固,gēnshēndìgù,deep-rooted (problem etc)
根源,gēnyuán,origin; root (cause)
根治,gēnzhì,to bring under permanent control; to effect a radical cure
跟不上,gēnbushàng,not able to keep up with
跟上,gēnshàng,to catch up with; to keep pace with
跟踪,gēnzōng,to follow sb's tracks; to tail; to shadow; tracking
耕地,gēngdì,arable land; to plow land
耿直,gěngzhí,honest; frank; candid
更改,gēnggǎi,to alter
更衣室,gēngyīshì,change room; dressing room; locker room; (euphemism) toilet
工地,gōngdì,construction site
工会,gōnghuì,labor union; trade union
工科,gōngkē,engineering as an academic subject
工商界,gōngshāngjiè,industry; the world of business
工序,gōngxù,working procedure; process
工整,gōngzhěng,fine work; carefully and neatly done
工作量,gōngzuòliàng,workload; volume of work
弓,gōng,a bow (weapon); to bend; to arch (one's back etc)
公安局,gōngānjú,public security bureau (government office similar in function to a police station)
公车,gōngchē,bus; car belonging to an organization and used by its members (government car police car company car etc)
公道,gōngdào,justice; fairness; public highway; fair
公费,gōngfèi,at public expense
公共场所,gōnggòngchǎngsuǒ,public place
公关,gōngguān,public relations
公函,gōnghán,official letter
公积金,gōngjījīn,official reserves; accumulated fund
公开信,gōngkāixìn,open letter
公款,gōngkuǎn,public money
公立,gōnglì,public (e.g. school hospital)
公墓,gōngmù,public cemetery
公仆,gōngpú,public servant
公顷,gōngqǐng,hectare
公然,gōngrán,openly; publicly; undisguised
公示,gōngshì,to make known to the public (for information or to seek comments); public notification
公事,gōngshì,work-related matters; documents
公务,gōngwù,official business
公益,gōngyì,public good; public welfare; public interest
公益性,gōngyìxìng,Public welfare
公用,gōngyòng,public; for public use
公寓,gōngyù,apartment building; block of flats
公约,gōngyuē,convention (i.e. international agreement)
公证,gōngzhèng,notarization; notarized; acknowledgement
公职,gōngzhí,civil service; public office; government job
功,gōng,meritorious deed or service; achievement; result; service
功臣,gōngchén,minister who has given outstanding service
功底,gōngdǐ,training in the basic skills; knowledge of the fundamentals
功劳,gōngláo,contribution; meritorious service; credit
功力,gōnglì,merit; efficacy; competence; skill
功率,gōnglǜ,rate of work; power (output)
功效,gōngxiào,efficacy
攻,gōng,to attack; to accuse; to study
攻读,gōngdú,to major (in a field); to study a specialty to obtain a higher degree
攻关,gōngguān,to storm a strategic pass; fig. to tackle a key problem
供,gōng,to provide; to supply; sacrificial offering; to confess
供不应求,gōngbùyìngqiú,supply does not meet demand
供奉,gòngfèng,to consecrate; to enshrine and worship; an offering (to one's ancestors); a sacrifice (to a god)
供暖,gōngnuǎn,to supply heating (in a building); heating
供求,gōngqiú,supply and demand (economics)
宫殿,gōngdiàn,palace
宫廷,gōngtíng,court (of king or emperor)
恭维,gōngwei,to praise; to speak highly of; compliment; praise
恭喜,gōngxǐ,to congratulate; (interj.) congratulations!
拱,gǒng,to cup one's hands in salute; to surround; to arch; to dig earth with the snout
共鸣,gòngmíng,(physics) to resonate; resonance; sympathetic response
共识,gòngshí,common understanding; consensus
共同体,gòngtóngtǐ,community
共性,gòngxìng,overall character
勾,gōu,to attract; to arouse; to tick; to strike out
勾画,gōuhuà,to sketch out; to delineate
勾结,gōujié,to collude with; to collaborate with; to gang up with
钩,gōu,to hook; to sew; to crochet; hook
钩子,gōuzi,hook
构思,gòusī,to design; to plot; to plan out; to compose
构想,gòuxiǎng,to conceive; concept
购,gòu,to buy; to purchase
够呛,gòuqiàng,unbearable; terrible; enough; unlikely
估算,gūsuàn,assessment; evaluation
孤单,gūdān,lone; lonely; loneliness
孤立,gūlì,isolated; to isolate
孤零零,gūlínglíng,lone; isolated and without help; all alone; solitary
孤陋寡闻,gūlòuguǎwén,ignorant and inexperienced; ill-informed and narrow-minded
沽名钓誉,gūmíngdiàoyù,to angle for fame (idiom); to fish for compliments
辜负,gūfù,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes)
古董,gǔdǒng,curio; antique
古怪,gǔguài,strange; weird; eccentric; bizarre
古迹,gǔjì,places of historic interest; historical sites
古今中外,gǔjīnzhōngwài,at all times and in all places (idiom)
古朴,gǔpǔ,simple and unadorned (of art architecture etc)
古人,gǔrén,people of ancient times; the ancients; extinct human species such as Homo erectus or Homo neanderthalensis; (literary) deceased person
股份,gǔfèn,a share (in a company); stock
股民,gǔmín,stock investor; share trader
股市,gǔshì,stock market
骨干,gǔgàn,diaphysis (long segment of a bone); fig. backbone
骨气,gǔqì,unyielding character; courageous spirit; integrity; moral backbone
骨折,gǔzhé,to suffer a fracture; (of a bone) to break; fracture
鼓动,gǔdòng,to urge (an activity that may be beneficial harmful or neutral); to encourage; to agitate; to instigate
鼓舞,gǔwǔ,heartening (news); to boost (morale)
固然,gùrán,admittedly (it's true that...)
固执,gùzhí,obstinate; stubborn; to fixate on; to cling to
故,gù,happening; instance; reason; cause
顾不得,gùbude,unable to change sth; unable to deal with
顾不上,gùbushàng,cannot attend to or manage
顾及,gùjí,to take into consideration; to attend to
顾虑,gùlǜ,misgivings; apprehensions
顾全大局,gùquándàjú,to take the big picture into consideration (idiom); to work for the benefits of all
雇,gù,to employ; to hire; to rent
雇佣,gùyōng,to employ; to hire
雇员,gùyuán,employee
雇主,gùzhǔ,employer
瓜分,guāfēn,to partition; to divide up
瓜子,guāzǐ,melon seed; seeds of pumpkin; watermelon or sunflower etc; roasted and flavored; consumed as a snack
刮风,guāfēng,to be windy
寡妇,guǎfu,widow
挂钩,guàgōu,to couple; to link; to hook together; (fig.) (preceded by 与 + {entity}) to establish contact (with {entity})
挂号,guàhào,to register (at a hospital etc); to send by registered mail
挂念,guàniàn,concerned
挂失,guàshī,to report the loss of something
乖,guāi,(of a child) obedient; well-behaved; clever; shrewd; alert
乖巧,guāiqiǎo,clever (child); smart; lovable; cute
拐弯,guǎiwān,to go round a curve; to turn a corner; fig. a new direction
拐杖,guǎizhàng,crutches; crutch; walking stick
怪不得,guàibude,no wonder!; so that's why!
怪物,guàiwu,monster; freak; eccentric person
怪异,guàiyì,monstrous; strange; strange phenomenon
关掉,guāndiào,to switch off; to shut off
关节,guānjié,joint (physiology); key point; critical phase
关税,guānshuì,customs duty; tariff
关头,guāntóu,juncture; moment
关照,guānzhào,to take care; to keep an eye on; to look after; to tell
观测,guāncè,to observe; to survey; observation (scientific etc)
观感,guāngǎn,one's impressions; observations
观摩,guānmó,to observe and emulate; to study (esp. following sb's example)
观赏,guānshǎng,to look at sth with pleasure; to watch (sth marvelous); ornamental
观望,guānwàng,to wait and see; to watch from the sidelines; to look around; to survey
官兵,guānbīng,(military) officers and soldiers; officers and men; (old) government troops
官吏,guānlì,bureaucrat; official
官僚,guānliáo,bureaucrat; bureaucracy; bureaucratic
官僚主义,guānliáozhǔyì,bureaucracy
官员,guānyuán,official (in an organization or government); administrator
棺材,guāncai,coffin
管家,guǎnjiā,(old) butler; steward; manager; administrator
管教,guǎnjiào,to discipline; to teach; to guarantee
管理费,guǎnlǐfèi,management fee
管辖,guǎnxiá,to administer; to have jurisdiction (over)
管用,guǎnyòng,efficacious; useful
管子,guǎnzi,tube; pipe
贯彻,guànchè,to implement; to put into practice; to carry out
贯穿,guànchuān,to run through; a connecting thread from beginning to end; to link
贯通,guàntōng,to link up; to thread together
惯,guàn,accustomed to; used to; indulge; to spoil (a child)
惯例,guànlì,convention; usual practice
惯性,guànxìng,(physics) inertia; (fig.) force of habit; tendency to do things in the accustomed way; habitual
灌,guàn,to irrigate; to pour; to install (software); to record (music)
灌溉,guàngài,to irrigate
灌输,guànshū,to imbue with; to inculcate; to instill into; to teach
罐,guàn,can; jar; pot
罐头,guàntou,tin; can
光彩,guāngcǎi,luster; splendor; radiance; brilliance
光碟,guāngdié,optical disc; compact disc; CD; CD-ROM
光顾,guānggù,to visit (as a customer)
光滑,guānghuá,glossy; sleek; smooth
光环,guānghuán,ring of light; halo; (fig.) glory; splendor
光缆,guānglǎn,optical cable
光芒,guāngmáng,rays of light; brilliant rays; radiance
光明磊落,guāngmínglěiluò,open and candid (idiom); straightforward and upright
光泽,guāngzé,luster; gloss; sheen
广义,guǎngyì,broad sense; general sense
归根到底,guīgēndàodǐ,after all; in the final analysis; ultimately
归还,guīhuán,to return sth; to revert
归结,guījié,to sum up; to conclude; to put in a nutshell; conclusion
归来,guīlái,to return; to come back
归纳,guīnà,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic)
归属,guīshǔ,to belong to; to be affiliated to; to fall under the jurisdiction of; a place where one feels that one belongs
归宿,guīsù,place to return to; home; final destination; ending
龟,guī,tortoise; turtle; used in 龟兹
规格,guīgé,standard; norm; specification
规矩,guīju,lit. compass and set square; fig. established standard; rule; customs
闺女,guī˙nu:,maiden; unmarried woman; (coll.) daughter
瑰宝,guībǎo,gem; (fig.) rare and valuable item; gem; treasure
轨迹,guǐjì,locus; orbit; trajectory; track
柜台,guìtái,sales counter; front desk; bar; (of markets medicines etc) OTC (over-the-counter)
贵宾,guìbīn,honored guest; distinguished guest; VIP
贵重,guìzhòng,precious
贵族,guìzú,lord; nobility; nobleman; noblewoman
桂花,guìhuā,osmanthus flowers; Osmanthus fragrans
滚动,gǔndòng,to roll; (to do sth) in a loop; to scroll (computing); to progressively expand (economics)
棍,gùn,stick; rod; truncheon
棍子,gùnzi,stick; rod
国宝,guóbǎo,national treasure
国防,guófáng,national defense
国画,guóhuà,traditional Chinese painting
国徽,Guóhuī,the national emblem of the PRC (a red circle containing the five stars of the PRC flag over Tiananmen 天安门); national emblem; national coat of arms
国情,guóqíng,the characteristics and circumstances particular to a country; current state of a country
国土,guótǔ,country's territory; national land
国学,guóxué,Chinese national culture; studies of ancient Chinese civilization; the Imperial College (history)
国有,guóyǒu,nationalized; public; government owned; state-owned
果断,guǒduàn,firm; decisive
果园,guǒyuán,orchard
果真,guǒzhēn,really; as expected; sure enough; if indeed...
裹,guǒ,to wrap around; bundle; parcel; package
过半,guòbàn,over fifty percent; more than half
过不去,guòbuqù,to make life difficult for; to embarrass; unable to make it through
过错,guòcuò,mistake; fault; responsibility (for a fault)
过道,guòdào,passageway; corridor; aisle
过关,guòguān,to cross a barrier; to get through (an ordeal); to pass (a test); to reach (a standard)
过奖,guòjiǎng,to overpraise; to flatter
过节,guòjié,to celebrate a festival; after the celebrations (i.e. once the festival is over)
过境,guòjìng,to pass through a country's territory; transit
过滤,guòlǜ,to filter; filter
过期,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date)
过日子,guòrìzi,to live one's life; to pass one's days; to get along
过剩,guòshèng,to be excessive; to be more than is required
过失,guòshī,error; fault; (law) negligence; delinquency
过头,guòtóu,to overdo it; to overstep the limit; excessively; above one's head
过往,guòwǎng,to come and go; to have friendly relations with; in the past; previous
过意不去,guòyìbùqù,to feel very apologetic
过瘾,guòyǐn,to satisfy a craving; to get a kick out of sth; gratifying; immensely enjoyable
过硬,guòyìng,to have perfect mastery of sth; to be up to the mark
过早,guòzǎo,premature; untimely; (dialect) to have breakfast; breakfast
咳嗽,késou,to cough
还款,huánkuǎn,repayment; to pay back money
还原,huányuán,to restore to the original state; to reconstruct (an event); reduction (chemistry)
海岸,hǎiàn,coastal; seacoast
海拔,hǎibá,height above sea level; elevation
海滨,hǎibīn,shore; seaside
海盗,hǎidào,pirate
海量,hǎiliàng,huge volume
海绵,hǎimián,sponge (zoology); sponge (piece of absorbent material either natural or made from plastic etc); foam rubber
海面,hǎimiàn,sea level; sea surface
海内外,hǎinèiwài,domestic and international; at home and abroad
海滩,hǎitān,beach
海峡,hǎixiá,strait; channel
海啸,hǎixiào,tsunami
海域,hǎiyù,sea area; territorial waters; maritime space
海运,hǎiyùn,shipping by sea
海藻,hǎizǎo,seaweed; marine alga; kelp
骇人听闻,hàiréntīngwén,shocking; horrifying; atrocious; terrible
害虫,hàichóng,injurious insect; pest
害臊,hàisào,to be bashful; to feel ashamed
害羞,hàixiū,shy; embarrassed; bashful
酣畅,hānchàng,unrestrained; cheerful lack of inhibition; esp. for drinking or sleeping; to drink with abandon
酣睡,hānshuì,to sleep soundly; to fall into a deep sleep
含糊,hánhu,ambiguous; vague; careless; perfunctory
含蓄,hánxù,to contain; to hold; (of a person or style etc) reserved; restrained
函授,hánshòu,to teach by correspondence
涵盖,hángài,to cover; to comprise; to include
涵义,hányì,content; meaning; connotation; implication
罕见,hǎnjiàn,rare; rarely seen
汗水,hànshuǐ,sweat; perspiration
旱,hàn,drought
旱灾,hànzāi,drought
捍卫,hànwèi,to defend; to uphold; to safeguard
焊,hàn,to weld; to solder
航海,hánghǎi,to sail the seas; maritime navigation; voyage
航天,hángtiān,space flight
航天员,hángtiānyuán,astronaut
航行,hángxíng,to sail; to fly; to navigate
航运,hángyùn,shipping; transport
毫不,háobù,hardly; not in the least; not at all
毫不犹豫,háobùyóuyù,without the slightest hesitation
毫无,háowú,not in the least; to completely lack
豪华,háohuá,luxurious
好比,hǎobǐ,to be just like; can be compared to
好歹,hǎodǎi,good and bad; most unfortunate occurrence; in any case; whatever
好感,hǎogǎn,good opinion; favorable impression
好坏,hǎohuài,good or bad; good and bad; standard; quality
好家伙,hǎojiāhuo,my God!; oh boy!; man!
好客,hàokè,hospitality; to treat guests well; to enjoy having guests; hospitable
好评,hǎopíng,favorable criticism; positive evaluation
好奇心,hàoqíxīn,interest in sth; curiosity; inquisitive
好说,hǎoshuō,easy to deal with; not a problem; (polite answer) you flatter me
好笑,hǎoxiào,laughable; funny; ridiculous
好心,hǎoxīn,kindness; good intentions
好心人,hǎoxīnrén,kindhearted person; good Samaritan
好意,hǎoyì,good intention; kindness
好在,hǎozài,luckily; fortunately
号称,hàochēng,to be known as; to be nicknamed; to be purportedly; to claim (often exaggeratedly or falsely)
浩劫,hàojié,calamity; catastrophe; apocalypse
耗,hào,to waste; to spend; to consume; to squander
耗费,hàofèi,to waste; to spend; to consume; to squander
耗时,hàoshí,time-consuming; to take a period of (x amount of time)
喝彩,hècǎi,to acclaim; to cheer
禾苗,hémiáo,seedling (of rice or other grain)
合唱,héchàng,chorus; to chorus
合乎,héhū,to accord with; to conform to
合伙,héhuǒ,to act jointly; to form a partnership
合计,héjì,to add up the total; to figure what sth amounts to; to consider
合情合理,héqínghélǐ,reasonable and fair (idiom)
合影,héyǐng,to take a joint photo; group photo
合资,hézī,joint venture
合作社,hézuòshè,cooperative; workers' or agricultural producers' cooperative etc
何必,hébì,there is no need; why should
何处,héchù,whence; where
何苦,hékǔ,why bother?; is it worth the trouble?
何况,hékuàng,let alone; to say nothing of; besides; what's more
何时,héshí,when
和蔼,héǎi,kindly; nice; amiable
和解,héjiě,to settle (a dispute out of court); to reconcile; settlement; conciliation
和睦,hémù,peaceful relations; harmonious
和平共处,hépínggòngchǔ,peaceful coexistence of nations; societies etc
和气,héqi,friendly; polite; amiable
和尚,héshang,Buddhist monk
河流,héliú,river
河畔,hépàn,riverside; river plain
核,hé,pit; stone; nucleus; nuclear
核电站,hédiànzhàn,nuclear power plant
核对,héduì,to check; to verify; to audit; to examine
核能,hénéng,nuclear energy
核实,héshí,to verify; to check
核桃,hétao,walnut
核武器,héwǔqì,nuclear weapon
荷花,héhuā,lotus
贺电,hèdiàn,congratulatory telegram
贺信,hèxìn,congratulatory letter or message
赫然,hèrán,with astonishment; with a shock; awe-inspiringly; impressively
鹤立鸡群,hèlìjīqún,a crane in a flock of chicken (idiom); way above the common; manifestly superior
黑白,hēibái,black and white; right and wrong; monochrome
黑客,hēikè,hacker (computing) (loanword)
黑马,hēimǎ,dark horse; fig. unexpected winner
黑手,hēishǒu,(fig.) malign agent who manipulates from behind the scenes; hidden hand; (Tw) mechanic; blue-collar worker
黑心,hēixīn,ruthless and lacking in conscience; vicious mind full of hatred and jealousy; black core (flaw in pottery)
嘿,hēi,hey
痕迹,hénjì,vestige; mark; trace
恨不得,hènbude,wishing one could do sth; to hate to be unable; itching to do sth
哼,hēng,to groan; to snort; to hum; to croon
横七竖八,héngqīshùbā,in disorder; at sixes and sevens (idiom)
横向,héngxiàng,horizontal; orthogonal; perpendicular; lateral
轰,hōng,explosion; bang; boom; rumble
轰动,hōngdòng,to cause a sensation; to create a stir in (a place); commotion; controversy
轰炸,hōngzhà,to bomb; to bombard
哄,hǒng,to coax; to soothe; (hōng) roar of laughter
哄堂大笑,hōngtángdàxiào,the whole room roaring with laughter (idiom)
烘干,hōnggān,to dry over a stove
烘托,hōngtuō,background (of a painting); backdrop; a foil (to set off something to advantage); to offset (something to advantage)
弘扬,hóngyáng,to enhance; to promote; to enrich
红灯,hóngdēng,red light
红火,hónghuǒ,prosperous
