Chinese (Simpl.),Pinyin,English
乐趣,lèqù,delight; pleasure; joy
乐意,lèyì,to be willing to do sth; to be ready to do sth; to be happy to do sth; content
雷达,léidá,radar (loanword)
类似,lèisì,similar; analogous
冷淡,lěngdàn,cold; indifferent
冷酷,lěngkù,unfeeling; callous
冷却,lěngquè,to cool (lit. and fig.)
愣,lèng,to look distracted; to stare blankly; distracted; blank
黎明,límíng,dawn; daybreak
礼节,lǐjié,etiquette
里程碑,lǐchéngbēi,milestone
理睬,lǐcǎi,to heed; to pay attention to
理所当然,lǐsuǒdāngrán,as a matter of course; naturally; to be expected
理直气壮,lǐzhíqìzhuàng,bold and confident with justice on one's side; in the right and self-confident
理智,lǐzhì,reason; intellect; rationality; rational
力所能及,lìsuǒnéngjí,within one's power; to the best of one's ability
力图,lìtú,to try hard to; to strive to
力争,lìzhēng,to work hard for; to do all one can; to contend strongly
历代,lìdài,successive generations; successive dynasties; past dynasties
历来,lìlái,always; throughout (a period of time); (of) all-time
立场,lìchǎng,position; standpoint
立交桥,lìjiāoqiáo,overpass; flyover
立体,lìtǐ,three-dimensional; solid; stereoscopic
立足,lìzú,to stand; to have a footing; to be established; to base oneself on
利害,lìhài,pros and cons; advantages and disadvantages; gains and losses; terrible
利率,lìlǜ,interest rates
例外,lìwài,exception; to be an exception
连年,liánnián,successive years; over many years
连锁,liánsuǒ,to interlock; to be linked; chain (store etc)
连同,liántóng,together with; along with
联欢,liánhuān,to have a get-together; celebration; party
联络,liánluò,to get in touch with; to contact; to stay in contact (with); liaison
联盟,liánméng,alliance; union; coalition
联想,liánxiǎng,to associate (ideas); mental association
廉洁,liánjié,incorruptible; unbribable; honest
良心,liángxīn,conscience
谅解,liàngjiě,to understand; to make allowances for; understanding
晾,liàng,to dry in the air; (fig.) to cold-shoulder
辽阔,liáokuò,vast; extensive
列举,lièjǔ,a list; to list; to enumerate
临床,línchuáng,clinical
淋,lín,to sprinkle; to drip; to pour; to drench
吝啬,lìnsè,stingy; mean; miserly
灵感,línggǎn,inspiration; insight; a burst of creativity in scientific or artistic endeavor
灵魂,línghún,soul; spirit
灵敏,língmǐn,smart; clever; sensitive; keen
凌晨,língchén,very early in the morning; in the wee hours
零星,língxīng,fragmentary; random; bits and pieces; sporadic
领会,lǐnghuì,to understand; to comprehend; to grasp
领事馆,lǐngshìguǎn,consulate
领土,lǐngtǔ,territory
领悟,lǐngwù,to understand; to comprehend
领先,lǐngxiān,to lead; to be in front
领袖,lǐngxiù,leader
伶俐,línglì,clever; witty; intelligent
溜,liū,to slip away; to escape in stealth; to skate; used in 溜
流浪,liúlàng,to drift about; to wander; to roam; nomadic
流露,liúlù,to reveal; to show (one's feelings) unintentionally
流氓,liúmáng,rogue; hoodlum; gangster; immoral behavior
流通,liútōng,to circulate; to distribute; circulation; distribution
留恋,liúliàn,reluctant to leave; to hate to have to go; to recall fondly
留念,liúniàn,to keep as a souvenir; to recall fondly
留神,liúshén,to take care; to be careful
笼罩,lǒngzhào,to envelop; to shroud
聋哑,lóngyǎ,deaf and dumb
隆重,lóngzhòng,grand; prosperous; ceremonious; solemn
垄断,lǒngduàn,to monopolize
搂,lǒu,to hug; to embrace; (lōu) to gather up; to rake
炉灶,lúzào,stove
屡次,lǚcì,repeatedly; time and again
履行,lǚxíng,to fulfill (one's obligations); to carry out; to perform
率领,shuàilǐng,to lead; to command; to head
轮船,lúnchuán,steamship; steamer; steamboat
轮廓,lúnkuò,an outline; silhouette
轮胎,lúntāi,tire; pneumatic tire
论坛,lùntán,forum (for discussion)
论证,lùnzhèng,to prove a point; to expound on; to demonstrate or prove (through argument); proof
啰唆,luōsuo,long-winded; wordy; fussy
螺丝钉,luósīdīng,screw
络绎不绝,luòyìbùjué,(idiom) continuously; in an endless stream
落成,luòchéng,to complete a construction project
落实,luòshí,practical; workable; to implement; to carry out
麻痹,mábì,paralysis; palsy; numbness; to benumb
麻木,mámù,numb; insensitive; apathetic
麻醉,mázuì,anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate
码头,mǎtóu,dock; pier; wharf
嘛,ma,(particle) indicating the obvious or urging
埋伏,máifú,to ambush; to lie in wait for; to lie low; ambush
埋没,máimò,to engulf; to bury; to overlook; to stifle
埋怨,mányuàn,to complain; to grumble (about); to reproach; to blame
埋葬,máizàng,to bury
迈,mài,to take a step; to stride
脉搏,màibó,pulse (both medical and figurative)
慢性,mànxìng,slow and patient; chronic (disease); slow to take effect (e.g. a slow poison)
漫画,mànhuà,caricature; cartoon; Japanese manga
漫长,màncháng,very long; endless
蔓延,mànyán,to extend; to spread
忙碌,mánglù,busy; bustling
盲目,mángmù,blind; blindly; ignorant; lacking understanding
茫茫,mángmáng,boundless; vast and obscure
茫然,mángrán,blankly; vacantly; at a loss
茂盛,màoshèng,lush
冒充,màochōng,to feign; to pretend to be; to pass oneself off as
没辙,méizhé,at one's wit's end; unable to find a way out
枚,méi,classifier for coins (and other small objects)
媒介,méijiè,intermediary; vehicle; vector; medium
媒体,méitǐ,media; esp. news media
美观,měiguān,pleasing to the eye; beautiful; artistic
美满,měimǎn,happy; blissful
美妙,měimiào,beautiful; wonderful; splendid
门诊,ménzhěn,outpatient service
萌芽,méngyá,to sprout (lit. or fig.); to bud; to germinate; germ
蒙,méng,to cover; ignorant (启蒙); to receive (承蒙); (mēng) to deceive; to cheat; (Měng) Mongolia
猛烈,měngliè,fierce; violent; vigorous; intense
梦想,mèngxiǎng,(fig.) to dream of; dream
眯,mī,to narrow the eyes; to squint
弥补,míbǔ,to complement; to make up for a deficiency
弥漫,mímàn,to pervade; to fill the air; diffuse; everywhere present
迷惑,míhuo,to puzzle; to confuse; to baffle
迷人,mírén,fascinating; enchanting; charming; tempting
迷失,míshī,to lose (one's bearings); to get lost
迷信,míxìn,superstition; to have a superstitious belief (in sth)
密度,mìdù,density; thickness
密封,mìfēng,to seal up
免得,miǎnde,so as not to; so as to avoid
免疫,miǎnyì,immunity (to disease)
勉励,miǎnlì,to encourage
勉强,miǎnqiǎng,to do with difficulty; to force sb to do sth; reluctant; barely enough
面貌,miànmào,face; features; appearance; look
面子,miànzi,outer surface; the outside of sth; social prestige; face
描绘,miáohuì,to describe; to portray
渺小,miǎoxiǎo,minute; tiny; negligible; insignificant
灭亡,mièwáng,to be destroyed; to become extinct; to perish; to die out
蔑视,mièshì,to loathe; to despise; contempt
民间,mínjiān,among the people; popular; folk; non-governmental
民用,mínyòng,(for) civilian use
敏感,mǐngǎn,sensitive; susceptible
敏捷,mǐnjié,nimble; quick; shrewd
敏锐,mǐnruì,keen; sharp; acute
名次,míngcì,position in a ranking of names; place; rank
名额,míngé,quota; number of places; place (in an institution a group etc)
名副其实,míngfùqíshí,not just in name only; but also in reality (idiom); aptly named; worthy of the name
名誉,míngyù,fame; reputation; honor; honorary
明明,míngmíng,obviously; plainly; undoubtedly; definitely
命名,mìngmíng,to give a name to; to dub; to christen; to designate
摸索,mōsuo,to feel about; to grope about; to fumble; to do things slowly
模范,mófàn,model; fine example
模式,móshì,mode; method; pattern
模型,móxíng,model; mold; matrix; pattern
模样,múyàng,look; style; appearance; approximation
膜,mó,membrane; film
摩擦,mócā,friction; rubbing; chafing; fig. disharmony
磨合,móhé,to break in; to wear in
魔鬼,móguǐ,devil
魔术,móshù,magic
抹杀,mǒshā,to erase; to cover traces; to obliterate evidence; to expunge
莫名其妙,mòmíngqímiào,(idiom) baffling; bizarre; without rhyme or reason; inexplicable
墨水儿,mòshuǐr,ink
默默,mòmò,in silence; not speaking
谋求,móuqiú,to seek; to strive for
母语,mǔyǔ,native language; mother tongue; (linguistics) parent language
目睹,mùdǔ,to witness; to see at first hand; to see with one's own eyes
目光,mùguāng,gaze; (fig.) attention; expression in one's eyes; look
沐浴,mùyù,to take a bath; to bathe; to immerse
嗯,èn,uh-huh; yeah (agreement)
拿手,náshǒu,expert in; good at
纳闷儿,nàmènr,puzzled; bewildered
耐用,nàiyòng,durable
难得,nándé,seldom; rare; hard to come by
难堪,nánkān,hard to take; embarrassed
难免,nánmiǎn,hard to avoid; difficult to escape from; will inevitably
难能可贵,nánnéngkěguì,rare and precious; valuable; remarkable
恼火,nǎohuǒ,annoyed; riled; vexed
内涵,nèihán,meaningful content; implication; connotation (semantics); inner qualities (of a person)
内幕,nèimù,inside story; non-public information; behind the scenes; internal
内在,nèizài,inner; internal; intrinsic; innate
能量,néngliàng,energy; capabilities
拟定,nǐdìng,to draw up; to draft; to formulate
年度,niándù,year (e.g. school year fiscal year); annual
捏,niē,to pinch; to hold between the fingers; to mold
宁肯,nìngkěn,would rather...; it would be better...; would prefer
宁愿,nìngyuàn,would rather ... (than ...)
拧,níng,to pinch; wring; mistake; to twist
凝固,nínggù,to freeze; to solidify; to congeal; fig. with rapt attention
凝聚,níngjù,to condense; to coagulate; coacervation (i.e. form tiny droplets); aggregation
凝视,níngshì,to gaze at; to fix one's eyes on
扭转,niǔzhuǎn,to reverse; to turn around (an undesirable situation); (mechanics) torsion
纽扣儿,niǔkòuer,button
农历,nónglì,the traditional Chinese calendar; the lunar calendar
浓厚,nónghòu,dense; thick (fog clouds etc); to have a strong interest in; deep
奴隶,núlì,slave
虐待,nu:èdài,to mistreat; to maltreat; to abuse; mistreatment
挪,nuó,to shift; to move
哦,ó,oh (interjection of surprise or doubt); ò oh (I see)
欧洲,Oūzhōu,Europe (abbr. for 欧罗巴洲)
殴打,ōudǎ,to beat up; to come to blows; battery (law)
呕吐,ǒutù,to vomit
趴,pā,to lie on one's stomach; to lean forward
徘徊,páihuái,to pace back and forth; to dither; to hesitate; (of sales figures etc) to fluctuate
排斥,páichì,to reject; to exclude; to eliminate; to remove
排除,páichú,to eliminate; to remove; to exclude; to rule out
排放,páifàng,to emit; to discharge (waste gas etc); to arrange in order
派别,pàibié,group; sect; clique; faction
派遣,pàiqiǎn,to send (on a mission); to dispatch
攀登,pāndēng,to climb; to pull oneself up; to clamber; to scale
盘旋,pánxuán,to spiral; to circle; to go around; to hover
判决,pànjué,judgment (by a court of law); to pass judgment on; to sentence
畔,pàn,(bound form) side; edge; boundary
庞大,pángdà,huge; enormous; tremendous
抛弃,pāoqì,to abandon; to discard; to renounce; to dump (sb)
泡沫,pàomò,foam; (soap) bubble; (economic) bubble
培训,péixùn,to cultivate; to train; to groom; training
培育,péiyù,to train; to breed
配备,pèibèi,to allocate; to provide; to outfit with
配偶,pèiǒu,spouse
配套,pèitào,to form a complete set; compatible; matching; complementary
盆地,péndì,(geography) basin; depression
烹饪,pēngrèn,cooking; culinary arts
捧,pěng,to clasp; to cup the hands; to hold up with both hands; to offer (esp. in cupped hands)
批发,pīfā,wholesale; bulk trade; distribution
批判,pīpàn,to criticize; critique
劈,pī,to hack; to chop; to split open; (of lightning) to strike
皮革,pígé,leather
疲惫,píbèi,beaten; exhausted; tired
疲倦,píjuàn,to tire; tired
屁股,pìgu,buttocks; bottom; butt; back part
譬如,pìrú,for example; for instance; such as
偏差,piānchā,bias; deviation
偏见,piānjiàn,prejudice; bias
偏僻,piānpì,remote; desolate; far from the city
偏偏,piānpiān,unfortunately; contrary to expectations; of all things
片断,piànduàn,section; fragment; segment
片刻,piànkè,short period of time; a moment
飘扬,piāoyáng,to wave; to flutter; to fly
漂浮,piāofú,to float; to hover; to drift (also fig. to lead a wandering life); to rove
拼搏,pīnbó,to struggle; to wrestle
拼命,pīnmìng,to do one's utmost; with all one's might; desperately
贫乏,pínfá,impoverished; lacking; deficient; limited
贫困,pínkùn,impoverished; poverty
频繁,pínfán,frequently; often
频率,pínlǜ,frequency
品尝,pǐncháng,to taste a small amount; to sample
品德,pǐndé,moral character
品行,pǐnxíng,behavior; moral conduct
品质,pǐnzhì,quality; character
平凡,píngfán,commonplace; ordinary; mediocre
平面,píngmiàn,plane (flat surface); print media
平坦,píngtǎn,level; even; smooth; flat
平行,píngxíng,parallel; of equal rank; simultaneous
平原,píngyuán,field; plain
评估,pínggū,to evaluate; to assess; assessment; evaluation
评论,pínglùn,to comment on; to discuss; comment; commentary
屏障,píngzhàng,barrier
坡,pō,slope; sloping; slanted
颇,Pō,rather; quite; considerably; oblique
迫不及待,pòbùjídài,impatient (idiom); in a hurry; itching to get on with it
迫害,pòhài,to persecute
破例,pòlì,to make an exception
魄力,pòlì,courage; daring; boldness; resolution
泼,pō,to splash; to spill; rough and coarse; brutish
扑,pū,to throw oneself at; to pounce on; to devote one's energies; to flap
朴实,pǔshí,plain; simple; guileless; down-to-earth
普及,pǔjí,to spread extensively; to generalize; widespread; popular
铺,pù,shop; store; plank bed; (pū) to spread; to pave; to lay out
瀑布,pùbù,waterfall
曝光,bàoguāng,to expose (photography); (fig.) to expose (a scandal); (advertising) exposure
凄凉,qīliáng,mournful; miserable; desolate (place)
期望,qīwàng,to have expectations; to earnestly hope; expectation; hope
期限,qīxiàn,time limit; deadline; allotted time
欺负,qīfu,to bully
欺骗,qīpiàn,to deceive; to cheat
齐全,qíquán,complete; comprehensive
齐心协力,qíxīnxiélì,to work together with a common purpose; to pull together
奇妙,qímiào,fantastic; wonderful
歧视,qíshì,to discriminate against; discrimination
旗袍,qípáo,Chinese-style dress; cheongsam
旗帜,qízhì,ensign; flag
乞丐,qǐgài,beggar
岂有此理,qǐyǒucǐlǐ,how can this be so? (idiom); preposterous; ridiculous; absurd
启程,qǐchéng,to set out on a journey
启示,qǐshì,to reveal; to enlighten; enlightenment; revelation
启事,qǐshì,announcement; notice
起草,qǐcǎo,to make a draft; to draw up (plans)
起初,qǐchū,originally; at first; at the outset
起伏,qǐfú,to move up and down; to undulate; ups and downs
起哄,qǐhòng,to heckle; rowdy jeering; to create a disturbance
起码,qǐmǎ,at the minimum; at the very least
起义,qǐyì,uprising; insurrection; revolt
起源,qǐyuán,origin; to originate; to come from
气概,qìgài,lofty quality; mettle; spirit
气功,qìgōng,qigong (traditional Chinese breathing exercise system)
气魄,qìpò,spirit; boldness; positive outlook; imposing attitude
气色,qìsè,complexion
气势,qìshì,imposing manner; loftiness; grandeur; energetic looks
气味,qìwèi,odor; scent
气象,qìxiàng,meteorological feature; meteorology; atmosphere; ambience
气压,qìyā,atmospheric pressure; barometric pressure
迄今为止,qìjīnwéizhǐ,so far; up to now; still (not)
器材,qìcái,equipment; material
器官,qìguān,(physiology) organ; apparatus
掐,qiā,to pick (flowers); to pinch; to nip; to pinch off
恰当,qiàdàng,appropriate; suitable
恰到好处,qiàdàohǎochù,it's just perfect; it's just right
恰巧,qiàqiǎo,by chance; as chance would have it
洽谈,qiàtán,to discuss
千方百计,qiānfāngbǎijì,lit. thousand ways; a hundred plans (idiom); by every possible means
迁就,qiānjiù,to yield; to adapt to; to accommodate to (sth)
迁徙,qiānxǐ,to migrate; to move
牵扯,qiānchě,to involve; to implicate; to be interrelated
牵制,qiānzhì,to control; to curb; to restrict; to impede
谦逊,qiānxùn,humble; modest; unpretentious; modesty
签订,qiāndìng,to agree to and sign (a treaty etc)
签署,qiānshǔ,to sign (an agreement)
前景,qiánjǐng,foreground; vista; (future) prospects; perspective
前提,qiántí,premise; precondition; prerequisite
潜力,qiánlì,potential; capacity
潜水,qiánshuǐ,to dive; to go under water; (in an online forum) to lurk
潜移默化,qiányímòhuà,imperceptible influence; to influence secretly
谴责,qiǎnzé,to denounce; to condemn; to criticize; condemnation
强迫,qiǎngpò,to compel; to force
强制,qiángzhì,to force; to compel; to coerce; forced
抢劫,qiǎngjié,to rob; looting
抢救,qiǎngjiù,to rescue
桥梁,qiáoliáng,bridge (lit. and fig.)
翘,qiào,to stick up; to turn up; to warp
切实,qièshí,feasible; realistic; practical; earnestly
锲而不舍,qièérbùshě,to persevere; to keep chipping away; unflagging perseverance
亲热,qīnrè,affectionate; intimate; warmhearted; to show affection for
亲身,qīnshēn,personal; oneself
侵犯,qīnfàn,to infringe on; to encroach on; to violate; to assault
钦佩,qīnpèi,to admire; to look up to; to respect sb greatly
勤俭,qínjiǎn,hardworking and frugal
勤恳,qínkěn,diligent and attentive; assiduous; sincere
氢,qīng,hydrogen (chemistry)
轻而易举,qīngéryìjǔ,easy; with no difficulty
倾听,qīngtīng,to listen attentively
倾向,qīngxiàng,trend; tendency; orientation
倾斜,qīngxié,to incline; to lean; to slant; to slope
清澈,qīngchè,clear; limpid
清晨,qīngchén,early morning
清除,qīngchú,to clear away; to eliminate; to get rid of
清洁,qīngjié,clean; to clean
清理,qīnglǐ,to clear up; to tidy up; to dispose of
清晰,qīngxī,clear; distinct
清醒,qīngxǐng,clear-headed; sober; awake
清真,qīngzhēn,Islamic; Muslim; halal (of food); clean
情报,qíngbào,information; intelligence
情节,qíngjié,circumstances; plot; storyline
情理,qínglǐ,reason; sense
情形,qíngxing,circumstances; situation
晴朗,qínglǎng,sunny and cloudless
请柬,qǐngjiǎn,invitation card; written invitation
请教,qǐngjiào,to ask for guidance; to consult
请示,qǐngshì,to ask for instructions
请帖,qǐngtiě,invitation card; written invitation
丘陵,qiūlíng,hills
区分,qūfēn,to differentiate; to draw a distinction; to divide into categories
区域,qūyù,area; region; district
曲折,qūzhé,winding; (fig.) complicated
曲子,qǔzi,poem for singing; tune; music
驱逐,qūzhú,to expel; to deport; banishment
屈服,qūfú,to surrender; to succumb; to yield; (as a transitive verb) to defeat
渠道,qúdào,irrigation ditch; (fig.) channel; means
取缔,qǔdì,to suppress; to crack down on; to prohibit
趣味,qùwèi,fun; interest; delight; taste
圈套,quāntào,trap; snare; trick
全局,quánjú,overall situation
全力以赴,quánlìyǐfù,to do at all costs; to make an all-out effort
权衡,quánhéng,to consider; to weigh (a matter); to balance (pros and cons)
权威,quánwēi,authority; authoritative; power and prestige
权益,quányì,rights; interests; rights and benefits
拳头,quántou,fist; clenched fist; competitive (product)
犬,quǎn,dog; Kangxi radical 94
缺口,quēkǒu,nick; jag; gap; shortfall
缺席,quēxí,to be absent
缺陷,quēxiàn,defect; flaw
瘸,qué,lame
确保,quèbǎo,to ensure; to guarantee
确立,quèlì,to establish; to institute
确切,quèqiè,definite; exact; precise
确信,quèxìn,to be convinced; to be sure; to firmly believe; to be positive that
群众,qúnzhòng,mass; multitude; the masses
染,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate
让步,ràngbù,to concede; to give in; to yield; a concession
饶恕,ráoshù,to forgive; to pardon; to spare
扰乱,rǎoluàn,to disturb; to perturb; to harass
惹祸,rěhuò,to stir up trouble; to invite disaster
热泪盈眶,rèlèiyíngkuàng,eyes brimming with tears of excitement (idiom); extremely moved
热门,rèmén,popular; hot; in vogue
人道,réndào,humane; humanitarianism; human sympathy
人格,réngé,personality; integrity; dignity
人工,réngōng,artificial; manpower; manual work
人家,rénjiā,household; dwelling; family; sb else's house
人间,rénjiān,the human world; the earth
人士,rénshì,person; figure; public figure
人为,rénwéi,artificial; man-made; having human cause or origin; human attempt or effort
人性,rénxìng,human nature; humanity; human; the totality of human attributes
人质,rénzhì,hostage
仁慈,réncí,benevolent; charitable; kind; kindly
忍耐,rěnnài,to endure; to bear with; to exercise patience; to restrain oneself
忍受,rěnshòu,to bear; to endure
认定,rèndìng,to firmly believe; to maintain (that sth is true); to determine
认可,rènkě,to approve; approval; acknowledgment; OK
任命,rènmìng,to appoint; (job) appointment
任性,rènxìng,willful; headstrong; unruly
任意,rènyì,any; arbitrary; at will; at random
任重道远,rènzhòngdàoyuǎn,the burden is heavy and the road is long; heavy responsibilities ahead
仍旧,réngjiù,still (remaining); to remain (the same); yet
日新月异,rìxīnyuèyì,daily renewal; monthly change (idiom); every day sees new developments; rapid progress
日益,rìyì,day by day; more and more; increasingly; more and more with each passing day
容貌,róngmào,one's appearance; one's aspect; looks; features
容纳,róngnà,to hold; to contain; to accommodate; to tolerate (different opinions)
容器,róngqì,receptacle; vessel; (computing) container
容忍,róngrěn,to put up with; to tolerate
溶解,róngjiě,to dissolve
融洽,róngqià,harmonious; friendly relations; on good terms with one another
柔和,róuhé,gentle; soft
揉,róu,to knead; to massage; to rub
若干,ruògān,a certain number or amount; how many?; how much?
弱点,ruòdiǎn,weak point; failing
撒谎,sāhuǎng,to tell lies
腮,sāi,cheek
三角,sānjiǎo,triangle
散布,sànbù,to disseminate
散发,sànfā,to distribute; to emit; to issue
散文,sǎnwén,prose; essay
丧失,sàngshī,to lose; to forfeit
嫂子,sǎozi,(coll.) older brother's wife; sister-in-law
色彩,sècǎi,tint; coloring; coloration; (fig.) flavor
刹车,shāchē,to brake (when driving); to stop; to switch off; to check (bad habits)
刹那,chànà,an instant (Sanskrit: ksana); split second; the twinkling of an eye
啥,shá,dialectal equivalent of 什么
筛选,shāixuǎn,to filter
山脉,shānmài,mountain range
闪烁,shǎnshuò,flickering; twinkling; evasive; vague (of speech)
擅长,shàncháng,to be good at; to be expert in
擅自,shànzì,without permission
伤脑筋,shāngnǎojīn,to be a real headache; to find sth a real headache; to beat one's brains
商标,shāngbiāo,trademark; logo
上级,shàngjí,higher authorities; superiors
上进心,shàngjìnxīn,motivation; ambition
上任,shàngrèn,to take office; previous (incumbent); predecessor
上瘾,shàngyǐn,to get into a habit; to become addicted
上游,shàngyóu,upper reaches (of a river); upper level; upper echelon; upstream
捎,shāo,to bring sth to sb; to deliver
梢,shāo,tip of branch
哨,shào,a whistle; sentry
奢侈,shēchǐ,luxurious; extravagant
设立,shèlì,to set up; to establish
设想,shèxiǎng,to imagine; to assume; to envisage; tentative plan
设置,shèzhì,to set up; to install
社区,shèqū,community; neighborhood
涉及,shèjí,to involve; to touch upon (a topic)
摄取,shèqǔ,to absorb (nutrients etc); to assimilate; intake; to take a photograph of (a scene)
摄氏度,Shèshìdù,°C (degrees Celsius)
申报,shēnbào,to report (to the authorities); to declare (to customs)
呻吟,shēnyín,to moan; to groan
绅士,shēnshì,gentleman
深奥,shēnào,profound; abstruse; recondite; profoundly
深沉,shēnchén,deep; profound; (of a person) reserved; undemonstrative
深情厚谊,shēnqínghòuyì,deep friendship
神奇,shénqí,magical; mystical; miraculous
神气,shénqì,expression; manner; vigorous; impressive
神情,shénqíng,look; expression
神色,shénsè,expression; look
神圣,shénshèng,divine; hallow; holy; sacred
神态,shéntài,appearance; manner; bearing; deportment
神仙,shénxiān,immortal; supernatural being; deity
审查,shěnchá,to examine; to investigate; to censor out; censorship
审理,shěnlǐ,to hear (a case)
审美,shěnměi,esthetics; appreciating the arts; taste
审判,shěnpàn,a trial; to try sb
渗透,shèntòu,to permeate; to seep into; to infiltrate
慎重,shènzhòng,cautious; careful; prudent
生存,shēngcún,to exist; to survive
生机,shēngjī,opportunity to live; to reprieve from death; life force; vitality
生理,shēnglǐ,physiology
生疏,shēngshū,unfamiliar; strange; out of practice; not accustomed
生态,shēngtài,ecology
生物,shēngwù,organism; living creature; life form; biological
生效,shēngxiào,to take effect; to go into effect
生锈,shēngxiù,to rust; to grow rusty; to corrode; oxidization
生育,shēngyù,to bear; to give birth; to grow; to rear
声明,shēngmíng,to state; to declare; statement; declaration
声势,shēngshì,fame and power; prestige; influence; impetus
声誉,shēngyù,reputation; fame
牲畜,shēngchù,domesticated animals; livestock
省会,shěnghuì,provincial capital
胜负,shèngfù,victory or defeat; the outcome of a battle
盛,shèng,flourishing; abundant; grand; (chéng) to hold; to serve food
盛产,shèngchǎn,to produce in abundance; to be rich in
盛开,shèngkāi,blooming; in full flower
盛情,shèngqíng,great kindness; magnificent hospitality
盛行,shèngxíng,to be in vogue; to be popular; to be prevalent
尸体,shītǐ,dead body; corpse; carcass
失误,shīwù,lapse; mistake; to make a mistake; fault
失踪,shīzōng,to be missing; to disappear; unaccounted for
师范,shīfàn,teacher-training; pedagogical; normal (school e.g. Beijing Normal University)
施加,shījiā,to exert (effort or pressure)
施展,shīzhǎn,to use fully; to put to use
十足,shízú,ample; complete; hundred percent; a pure shade (of some color)
石油,shíyóu,oil; petroleum
时差,shíchā,time difference; time lag; jet lag
时常,shícháng,often; frequently
时而,shíér,occasionally; from time to time
时光,shíguāng,time; era; period of time
时机,shíjī,opportunity; opportune moment
时事,shíshì,current trends; the present situation; how things are going
时装,shízhuāng,fashion; fashionable clothes
实惠,shíhuì,tangible benefit; material advantages; cheap; economical
实力,shílì,strength
实施,shíshī,to implement; to carry out
实事求是,shíshìqiúshì,lit. to seek truth from facts (idiom); fig. to be practical and realistic
实质,shízhì,substance; essence
使命,shǐmìng,mission; long-term task to which one devotes oneself; a calling
世代,shìdài,for many generations; generation; era; age
世界观,shìjièguān,worldview; world outlook; Weltanschauung
示范,shìfàn,to demonstrate; to show how to do sth; demonstration; a model example
示威,shìwēi,to demonstrate (as a protest); a demonstration; a military show of force
示意,shìyì,to hint; to indicate (an idea to sb)
事故,shìgù,accident
事迹,shìjì,deed; past achievement; important event of the past
事件,shìjiàn,event; happening; incident
事态,shìtài,situation; existing state of affairs
事务,shìwù,(political economic etc) affairs; work; transaction (as in a computer database)
事项,shìxiàng,matter; item
事业,shìyè,undertaking; project; activity; (charitable political or revolutionary) cause
势必,shìbì,to be bound to; undoubtedly will
势力,shìli,power; influence; a force (military political etc)
视力,shìlì,vision; eyesight
视线,shìxiàn,line of sight
视野,shìyě,field of view; (fig.) outlook; perspective
试图,shìtú,to attempt; to try
试验,shìyàn,experiment; test; to experiment; experimental
是非,shìfēi,right and wrong; quarrel
适宜,shìyí,suitable; appropriate
逝世,shìshì,to pass away; to die
释放,shìfàng,to release; to set free; to liberate (a prisoner); to discharge
识别,shíbié,to distinguish; to discern; to identify; to recognize
拾,shí,to pick up; ten (banker's numeral)
收藏,shōucáng,to collect; to store up; to bookmark
收缩,shōusuō,to pull back; to shrink; to contract; (physiology) systole
收益,shōuyì,earnings; profit
收音机,shōuyīnjī,radio
手法,shǒufǎ,technique; trick; skill
手势,shǒushì,gesture; sign; signal
手艺,shǒuyì,craftmanship; workmanship; handicraft; trade
守护,shǒuhù,to guard; to protect
首要,shǒuyào,the most important; of chief importance
受罪,shòuzuì,to endure; to suffer; hardships; torments
授予,shòuyǔ,to award; to confer
书法,shūfǎ,calligraphy; handwriting; penmanship
书籍,shūjí,books; works
书记,shūji,secretary (chief official of a branch of a socialist or communist party); clerk; scribe
书面,shūmiàn,in writing; written
疏忽,shūhu,to neglect; to overlook; negligence; carelessness
舒畅,shūchàng,happy; entirely free from worry
束,shù,to bind; bunch; bundle; classifier for bunches; bundles; beams of light etc
束缚,shùfù,to bind; to restrict; to tie; to commit
树立,shùlì,to set up; to establish
竖,shù,to erect; vertical; vertical stroke (in Chinese characters)
数,shù,number; figure; several (shǔ = to count)
数额,shùé,amount; sum of money; fixed number
数目,shùmù,amount; number
耍,shuǎ,to play with; to wield; to act (cool etc); to display (a skill one's temper etc)
衰老,shuāilǎo,to age; to deteriorate with age; old and weak
衰退,shuāituì,to decline; to fall; to drop; to falter
涮,shuàn,to rinse; to cook by dipping in boiling water; to trick sb
双胞胎,shuāngbāotāi,twin
爽快,shuǎngkuai,refreshed; rejuvenated; frank and straightforward
水利,shuǐlì,water conservancy; irrigation works
水龙头,shuǐlóngtóu,faucet; tap
水泥,shuǐní,cement
司法,sīfǎ,judicial; (administration of) justice
司令,sīlìng,commanding officer
私自,sīzì,private; personal; secretly; without explicit approval
思念,sīniàn,to think of; to long for; to miss
思索,sīsuǒ,to think deeply; to ponder
思维,sīwéi,(line of) thought; thinking
思绪,sīxù,train of thought; emotional state; mood; feeling
斯文,sīwén,refined; educate; cultured; intellectual
死亡,sǐwáng,to die; death
四肢,sìzhī,the four limbs of the body
饲养,sìyǎng,to raise; to rear
肆无忌惮,sìwújìdàn,absolutely unrestrained; unbridled; without the slightest scruple
耸,sǒng,to excite; to raise up; to shrug; high
搜索,sōusuǒ,to search (a place); to search (a database); to search for (sth)
艘,sōu,classifier for ships
苏醒,sūxǐng,to come to; to awaken; to regain consciousness
