English,Definition
seasonal,happening only at a certain time of year
second person,the grammatical form referring to 'you'
secondary,less important than the main thing
secondly,as the next point after the first
sector,a distinct part of an economy or area
seesaw,a playground board that goes up and down
segment,one part of something divided up
seldom,not very often
self-confidence,a strong belief in your own abilities
self-confident,sure of your own abilities
selfless,caring more about others than about yourself
seller,a person or company offering goods for money
semicolon,a punctuation mark used to join two related sentences
semi-final,a match that decides who reaches the last round
seminar,a small class for discussion on a topic
senator,a member of a national lawmaking council
sensible,showing good practical judgment
sensitive,easily affected or hurt by things
separately,apart from each other; not together
serene,calm and peaceful
serial,happening one after another in order
servant,a person employed to do household duties
setback,an event that delays or stops progress
sexism,unfair treatment based on a person's gender
sexual,relating to sex or physical attraction between people
sexy,very physically attractive
shabby,old and worn in appearance
shaken,upset or disturbed by a shock
Shakespearean,relating to a famous English playwright and his works
shaky,trembling or unsteady
sharply,in a sudden and strong way
shatter,to break suddenly into many small pieces
shed,a small simple building for storage
shield,a flat object used to block attacks
shipping,the transport of goods by sea or other means
shipwreck,a vessel destroyed at sea
shooting,an event where a gun is fired at someone
shopkeeper,a person who owns or runs a small store
shoplift,to steal goods from a store
shoplifter,a person who steals from stores
shoplifting,the act of stealing goods from a store
shortness,the quality of being small in height or length
short-term,lasting only a brief time
showbiz,the world of movies music and performing
showcase,an event that displays something's best qualities
shrink,(informal) a mental health doctor
shrug,to raise your shoulders to show doubt
significantly,in a large or noticeable amount
signify,to represent or stand for something
silverware,eating utensils made of metal
simplification,the act of making something easier to understand
simultaneous,happening at exactly the same time
sincere,honest and truly meant
sincerity,the quality of being honest and genuine
sister-in-law,your spouse's female sibling; your brother's wife
skateboard,a board with wheels for riding and tricks
skateboarder,a person who rides a board with wheels
sketch,to draw something quickly and roughly
skilled,having ability gained through training
skillful,very good at doing something
skillfully,in a very able and expert way
skim,to read quickly without close attention
skip,to jump lightly on your feet; to leave something out
skylark,a small brown bird known for its song
skyward,upward into the air
slam,to shut something loudly and with force
slang,very informal words used in casual talk
slap,a quick hit with an open hand
slash,a diagonal line mark; a long deep cut
slaughter,the killing of many people or animals
sliver,a small thin piece cut or broken off
sloppy,careless and untidy
smash,to break something violently into pieces
smokestack,a tall chimney on a factory or ship
snap,to break suddenly with a sharp sound
sneak,to move quietly and secretly
sneer,a look showing scorn or contempt
sniff,to breathe in air noisily through the nose
snore,a loud breathing sound made during sleep
snowball,a ball made of packed snow
soak,a period of leaving something in liquid
soaked,completely wet through
soaking,extremely wet with liquid
soar,to fly high smoothly in the sky
sob,to cry with loud gasping breaths
so-called,known by this name though maybe wrongly
sociable,friendly and happy to be with others
socialize,to spend time talking with other people
softness,the quality of being gentle and not hard
solar,relating to the sun
solidity,the quality of being firm and stable
soliloquy,a speech spoken alone by a character in a play
solo,done by one person alone
solvent,a liquid that can dissolve other substances
somewhat,to a small or moderate degree
son-in-law,the husband of your daughter
sonnet,a short poem with fourteen lines
sophisticated,very advanced and complex; showing refined taste
soundtrack,the music recorded for a film
southward,moving toward the south
Soviet,a person or thing from the former USSR
soybean,a bean used to make oil and food
spa,a place offering relaxing baths and treatments
span,to stretch across a distance or period
spare,extra and kept for use later
sparerib,a rib of pork cooked as food
spark,a tiny flash of fire or light
sparkling,shining with many tiny flashes of light
sparrow,a small common brown bird
specialty,a skill or product someone is known for
species,a group of related plants or animals
specifically,in an exact and particular way
specify,to state something in an exact way
spectacle,an impressive sight or public show
speeder,a driver going faster than allowed
spellbound,so fascinated you cannot look away
spin,to turn around quickly in circles
spite,a wish to hurt or annoy someone
splatter,a mark made by liquid thrown messily
spokesman,a man who speaks officially for a group
spokeswoman,a woman who speaks officially for a group
spray,tiny drops of liquid sent through the air
spreadsheet,a computer document with rows and columns of numbers
sprint,a fast run over a short distance
spur,something that encourages more effort or action
squad,a small team of people working together
squash,a hard-skinned vegetable; a racket sport in a court
squeeze,to press something firmly from all sides
stab,to push a sharp object into something
stability,the state of being steady and unchanging
stack,a neat pile of similar things
stagger,an unsteady walk as if about to fall
stain,a mark that is hard to remove
stake,a sharp post driven into ground; money risked in a bet
stammer,to speak with repeated pauses and sounds
standby,ready to be used if needed
standstill,a complete stop of movement or activity
stanza,a group of lines forming part of a poem
startle,to surprise someone suddenly and make them jump
starvation,severe suffering or death from lack of food
starve,to suffer or die from lack of food
starving,feeling extremely hungry
statesman,an experienced and respected political leader
statewide,across an entire state
statistics,facts and numbers collected and studied
steely,hard and very determined in manner
steer,to control the direction of a vehicle
steering wheel,the round wheel that controls a car's direction
stepfather,a mother's husband who is not your birth father
stepmother,a father's wife who is not your birth mother
stereotype,a fixed oversimplified idea about a group of people
stern,serious and strict in manner
stew,a dish of meat and vegetables cooked slowly in liquid
stiff,not easy to bend or move
stimulant,a substance that makes the body more active
stimulate,to encourage something to grow or become active
stimulation,the act of encouraging activity or interest
stingy,unwilling to spend or give money
stink,to smell very bad
stitch,a single loop of thread in sewing
stock,a supply of goods kept ready for sale
stock market,the place where company shares are bought and sold
stockpile,a large stored supply kept for future use
stonework,structures or parts of a building made of stone
stool,a seat with no back or arms
stopover,a short stay between parts of a journey
stopwatch,a device that measures exact time taken
straighten,to make something no longer bent or crooked
straightforward,easy to understand or do; simple
strait,a narrow strip of water joining two seas
strand,a single thin thread or piece of hair
strangle,to squeeze someone's throat to stop breathing
strictly,in a firm and exact way
stride,to walk with long confident steps
striking,very noticeable or impressive to look at
strive,to try very hard to achieve something
stroke,a sudden illness affecting the brain; a single movement in swimming
stubbornly,in a way that refuses to change
stylist,a person who cuts and shapes hair
subcontinent,a very large landmass smaller than a continent
subculture,a small group within society with its own customs
subdivision,a smaller part inside a larger area or plan
subjunctive,a grammar form used for wishes or hypothetical situations
submit,to give a document for official approval
subplot,a minor storyline within the main narrative
subside,to become gradually less strong or intense
substance,a particular kind of matter or material
subtitle,text on screen that translates or shows spoken words
subtle,not obvious and hard to notice
subtract,to take one number away from another
suburb,a residential area on the edge of a city
successive,following one after another without a break
suck,to pull liquid into the mouth using lips
sue,to take legal action against someone
suffering,great pain or hardship endured over time
sufficiently,to a degree that is enough
suitably,in a way that fits the situation well
sulfur,a yellow chemical element with a strong smell
sunbeam,a ray of light from the sun
superb,extremely good or impressive
superintendent,a person who manages and oversees an organization
supernatural,beyond what science can explain; magical
supervise,to watch over and direct people's work
supervision,the act of watching over someone's work
supervisor,a person who watches over others' work
supplement,something added to complete or improve a thing
supplier,a company or person that provides goods
suppress,to stop something from being shown or expressed
surge,a sudden strong increase or rush forward
surrender,to stop fighting and accept defeat
surroundings,the area and conditions around a place
surveillance,close watching of a person or place
suspend,to stop an activity for a while
suspicious,feeling that something may be wrong or dishonest
suspiciously,in a way that suggests something is wrong
sustain,to keep something going over a long time
swan,a large white water bird with a long neck
sweep,to clean a floor using a brush
swift,happening or moving very fast
swing,a hanging seat that moves back and forth
syllable,a single unit of sound in a word
symbolic,representing something else through a sign or image
sympathetic,showing understanding and care for someone's feelings
sympathize,to share and understand someone's sad feelings
synonym,a word with nearly the same meaning as another
tablecloth,a cloth used to cover a dining table
tabloid,relating to short sensational news stories
tack,to fasten something with small nails; to add something extra
tackle,to try to solve a problem; (sports) to stop an opponent with force
tactile,relating to the sense of touch
tag,a small label attached to an item
tail,the long part at the back of an animal
tame,(of an animal) not wild or dangerous
tan,a brown skin color from the sun
tanned,having brown skin from the sun
tatter,an old torn piece of cloth
tattoo,a permanent picture drawn on the skin
taunt,a cruel remark meant to upset someone
teaspoon,a small spoon for tea or coffee
technical,relating to machines or science
technically,according to the exact facts; strictly speaking
telescope,a tool for viewing distant objects in the sky
temperate,(of weather) mild and not extreme
temporarily,for a short period only
temptation,a strong wish to do something unwise
tender,gentle and kind; (of meat) soft and easy to chew
tenderly,in a gentle kind way
tenderness,a gentle kind feeling toward someone
terrace,a flat outdoor area next to a house
terrifying,causing great fear
territory,land controlled by one country or ruler
testify,to state facts formally in a law court
testimony,a formal statement given in court
theme,the main subject of a piece of writing
theorist,a person who develops ideas to explain things
therapist,a person trained to treat mental or physical problems
therapy,treatment for a physical or mental problem
thereafter,after that point in time
thermometer,a tool that measures heat or cold
thesis,a long research paper written for a degree
thickly,in a deep or dense layer
thickness,how deep or wide something is
thigh,the upper part of the leg above the knee
thinker,a person known for deep serious ideas
third person,(grammar) referring to someone other than the speaker or listener
thirdly,used to introduce the next point after two others
thoroughly,in a complete and careful way
thoughtful,showing care about others' feelings
thoughtless,not thinking about others' feelings
thread,a thin strand used for sewing
threaten,to say you will hurt someone; to be a danger to something
thrill,a sudden feeling of excitement
thrilled,extremely happy and excited
thrilling,causing great excitement
throat,the inside part of the neck used for swallowing
tickle,to touch someone lightly to make them laugh
tightrope,a high wire that performers walk across
timeless,not affected by changes in fashion
timeliness,happening at the right moment
times,multiplied by a number (in math)
timing,the choice of when to do something
tiptoe,to walk quietly on your toes
tiredness,the feeling of needing rest or sleep
tiresome,annoying and boring for too long
toenail,the hard covering on the end of a toe
toil,to work very hard for a long time
tolerant,willing to accept different beliefs or behavior
tolerate,to accept something you do not like
toll,money paid to use a road; number of deaths from an event
tomb,a place where a dead body lies
ton,a large unit of weight
torch,a small handheld light run on batteries
tortoiseshell,hard patterned material from a turtle; a brown and yellow color pattern
torture,to cause someone severe pain on purpose
tough,strong and hard to break; difficult to deal with
toxic,containing poison that can cause harm
trader,a person who buys and sells goods
trailer,a vehicle pulled behind a car; a short clip advertising a film
trainee,a person being taught a job's skills
trainer,a person who teaches sport skills
trait,a particular part of someone's character
traitor,a person who betrays their country or friends
tramp,a person with no home who travels
trample,the act of stepping heavily on something
transcript,a written copy of spoken words
transfusion,the act of putting new blood into someone
transient,lasting only for a short time
transistor,a small device that controls electric current
transition,the process of changing to something else
transitive,(grammar) needing a direct object
translation,writing changed from one language to another
translator,a person who changes text into another language
transmission,the sending of a broadcast signal; a car's gear system
transmit,to send out a signal; to pass on a disease
transparent,clear enough to see through; open and honest
traverse,a path or movement across an area
tray,a flat object for carrying food
tread,to walk or step on something
treaty,a formal agreement between countries
trek,a long hard journey on foot
tremendously,to a very great degree; extremely
tremor,a slight shaking of the ground or body
trial,a formal court hearing of evidence; a test of something new
triangle,a shape with three straight sides
tribe,a group of people with shared customs
tricky,difficult to do or handle
trio,a group of three people or things
trivial,not important or serious
trolley,a wheeled cart for shopping or luggage
troop,a group of soldiers
trophy,a prize given for winning a contest
tropic,relating to the hot regions near the equator
troublesome,causing problems or difficulty
trunk,a tree's thick main stem; a car's back storage area; an elephant's long nose
trusty,able to be trusted especially over a long time
truthful,honest; not lying
truthfulness,the quality of being honest
tub,a round container for washing or storing
tuberculosis,a serious infectious lung disease
tug,a sudden strong pull
tuition,money paid for teaching or classes; teaching given to a student
tulip,a spring flower shaped like a cup
tumor,an abnormal lump that grows in the body
tunnel,a long passage dug underground
turbulent,full of sudden change and disorder
tutor,a private teacher for one student
twinkle,a brief sparkle of light
twisted,bent out of the normal shape; strange and unpleasant
typhoid,a serious infectious disease from dirty food or water
tyranny,cruel unfair use of power over people
tyrant,a ruler who treats people cruelly
ultimate,being the final or greatest of its kind
ultimately,in the end after everything else
unacceptable,not good enough to allow
unashamedly,openly without feeling embarrassed
unattractive,not pleasant to look at
unauthorized,done without official permission
unavailable,not able to be reached or obtained
unaware,not knowing about something
unbearable,too unpleasant to accept
unbeatable,impossible to defeat or better
unchanged,staying exactly the same as before
uncharacteristic,not typical of someone's usual behavior
unclearly,in a way that is hard to understand
uncomfortably,in a way that causes unease
uncommon,not happening or seen often
unconcerned,not worried about something
unconscious,not awake and not aware
underestimate,to think something is less than it really is
undergraduate,a student studying for a first degree
underground,located beneath the earth's surface
undersea,existing beneath the ocean's surface
understandable,easy to make sense of; reasonable given the situation
understanding,showing sympathy for someone's feelings
undertake,to begin a task and commit to finishing it
underwear,clothes next to the skin beneath outer clothes
undoubtedly,certainly; without question
undreamed,never imagined as possible
undressed,not wearing any clothes
unease,a feeling of worry or discomfort
uneasily,in a worried or nervous way
unenthusiastic,not eager or interested
uneven,not flat or smooth; not equal
unfamiliar,not known to you
unfashionable,not stylish or trendy anymore
unforeseen,not expected to happen
ungodly,shockingly unreasonable or extreme (informal)
unhappiness,a feeling of sadness
unhelpful,not useful or willing to assist
unimaginable,too strange to picture in your mind
unimaginably,to a degree hard to picture
united,joined together as one group
universal,true for everyone or everything
unjustly,in an unfair way
unkind,not nice to others; cruel
unlimited,without any restriction; endless
unload,to take goods off a vehicle
unlock,to open something with a key
unmistakable,very easy to recognize
unmistakably,clearly and easily recognizable
unnatural,not normal or expected
unofficial,not approved by authorities
unpopular,not liked by many people
unrealistic,not based on what is possible
unreasonable,not fair or sensible
unreliable,not able to be trusted
unrest,public anger and protest
unsafe,likely to cause harm or danger
unsatisfactory,not good enough
unselfish,caring more about others than yourself
unstoppable,unable to be held back
unsuccessful,not achieving what was wanted
unsuitable,not right for a purpose
unsure,not certain about something
untalented,lacking natural skill
unthinkably,to a degree hard to imagine
untie,to undo a knot
unto,to; toward (old-fashioned)
untreated,not given medical care; not processed
untrimmed,not cut to make it neat
unusualness,the quality of being rare or strange
unwilling,not wanting to do something
unwise,not sensible; foolish
unworldly,not experienced in practical life
upbringing,the way a child is raised
upgrade,a better new version of something
upright,standing straight; honest and moral
upside down,turned so the top faces the ground
urban,relating to a city or town
urgently,in a way that needs quick action
user,someone who operates a device or app
usher,to guide someone into a place
utility,a public service like water or power
utilize,to use something for a particular purpose
utter,to say something out loud
utterly,completely; totally
vacant,empty and not being used
vaccine,a medicine that prevents a disease
valentine,a card or gift showing romantic love
valid,legally or officially acceptable
vanish,to disappear suddenly
vanity,too much pride in one's looks
variation,a slight change in amount or form
varied,including many different types
venture,a new and risky project
venue,the place where an event happens
verbal,spoken rather than written
verbally,using spoken words
verse,a set of lines in a poem
version,one specific form of something
versus,against (in a contest)
veteran,a person with long experience; former soldier
vibrate,to shake with quick small movements
vibration,a quick shaking movement
viewer,someone watching a program on TV
vigor,physical strength and energy
vigorous,full of energy and strength
vigorously,with great energy and force
villa,a large comfortable house especially for holidays
villager,someone from a small country town
vinegar,a sour liquid used in cooking
violate,to break a law or rule
virtual reality,a computer-made 3D world you enter
virtually,almost completely; nearly
virtue,a good quality of character
visibly,clearly and noticeably
vital,extremely important or necessary
vitamin,a natural substance needed for health
vocalist,a person who sings in a band
vomit,food brought back up from the stomach
voter,someone who takes part in an election
vow,a serious promise
wage,money paid for work done
waist,the narrow middle part of the body
waistcoat,a sleeveless top worn under a jacket
walkabout,a public appearance greeting a crowd
walker,someone moving on foot for exercise; a frame for support
wallboard,flat panel material used to build walls
walnut,an edible nut from a tree
warship,a naval vessel built for combat
wartime,the period of armed conflict between nations
wasp,a flying insect that can sting
waterproof,designed to keep water out
weaken,to make or become less strong
weakly,without much strength or force
wealthy,having a lot of money
wearisome,causing you to feel tired or bored
weary,very tired
weave,the pattern made by crossing threads
wed,to marry someone
weed,a wild plant growing where not wanted
welfare,a person's health and happiness; aid for the poor
well-balanced,having the right amount of each part
well-built,strong and solidly made
well-organized,arranged in a neat and orderly way
well-paid,earning a good amount of money
western,relating to Europe or the Americas
wheat,a grain crop used to make flour
whereas,while on the other hand
whip,to hit with a thin flexible strap
whiskey,a strong alcoholic drink made from grain
widen,to make or become broader
widow,a woman whose husband has died
width,the distance across something
wilderness,a remote area with no people
willing,ready and happy to do something
willingly,without needing to be forced
winding,having many bends and turns
windshield,the front window of a car
wink,a quick closing of one eye
wipe,to clean a surface by rubbing
wit,the ability to say clever funny things
withdraw,to take money out of an account; to move back
withdrawal,the act of taking out money; a retreat
witty,clever and funny in speech
wolf,a wild animal like a large dog
wondrous,amazing and causing great surprise (literary)
woodcarving,a figure cut from wood by hand
wordlessly,without speaking at all
workaholic,always busy and unable to relax
workbench,a sturdy table used for repairs
workman,a man who does manual labor
worktable,a table used for craft projects
worldly,experienced and knowledgeable about life
worldview,a person's overall way of understanding life
worm,a small long soft creature that lives in soil
wornout,very tired; damaged from too much use
worrying,making you feel anxious or afraid
worsen,to become worse; to make worse
worship,great love and respect for a god
worthless,having no value at all; not useful
wreck,a vehicle destroyed in an accident; a ruined building
wrongly,in a mistaken way; not correctly
X-ray,a photo of the inside of your body
yacht,a large boat used for pleasure trips
yawn,an act of opening your mouth when sleepy
yearn,to want something very much
yield,to give in; to produce a result
youthful,looking young and full of energy
yummy,tasting very good (informal)
zebra,an African animal with black and white stripes
zip,a fastener with two rows of teeth
zoom,a fast movement with a loud buzzing sound
